donor_name,Code type,recipient_name,2017,2018,2019,2020,2021,rank
France,Reproductive health care and family planning,Niger,0.00252,1.012114,3.951343,9.489576000000001,3.771141,5
France,Reproductive health care and family planning,Benin,1.5796000000000001,4.924697,4.449535,3.1506,3.4011690000000003,6
France,Reproductive health care and family planning,Haiti,4.409419,1.996005,0.554248,0.479337,2.306054,7
France,Reproductive health care and family planning,"South of Sahara, regional",3.0157299999999996,6.080882,3.736633,3.247103,2.046574,8
France,Reproductive health care and family planning,Mali,0.0,0.774963,1.456927,7.438311,1.417115,9
France,Reproductive health care and family planning,Guinea,0.0,1.114867,1.851521,1.4834260000000001,1.398076,10
France,Reproductive health care and family planning,Comoros,0.0,0.0,0.0,0.0,1.361368,11
France,Reproductive health care and family planning,Togo,0.0,0.876146,0.729013,0.698788,0.7546930000000001,12
France,Reproductive health care and family planning,Côte d'Ivoire,0.0,1.1300649999999999,0.890054,0.785479,0.7489049999999999,13
France,Reproductive health care and family planning,Burkina Faso,2.074789,0.372612,0.0,0.272597,0.5720270000000001,14
France,Reproductive health care and family planning,"Central America, regional",0.0,0.0,0.0,0.0,0.03211,15
France,Reproductive health care and family planning,Congo,0.0,0.0,0.0,0.0,0.012545,16
France,Reproductive health care and family planning,Türkiye,0.0,0.0,0.0,0.0,0.008869,17
France,Reproductive health care and family planning,Madagascar,0.7090040000000001,0.158434,0.024633,0.003638,0.007936,18
France,Reproductive health care and family planning,Albania,0.0,0.0,0.0,0.0,0.006646,19
France,Reproductive health care and family planning,Ecuador,0.0,0.0,0.0,0.0,0.00473,20
France,Reproductive health care and family planning,Dominican Republic,0.0,0.0,0.0,0.0,0.003548,21
France,Reproductive health care and family planning,Georgia,0.0,0.0,0.0,0.0,0.002956,22
France,Reproductive health care and family planning,"Western Africa, regional",0.0,0.0,0.540976,0.789834,0.0,23
France,Reproductive health care and family planning,Libya,0.0,0.0,0.0,0.599171,0.0,24
France,Reproductive health care and family planning,Ghana,0.0,0.0,0.0,0.060187000000000004,0.0,25
France,Reproductive health care and family planning,Myanmar,0.0,0.0,0.0,0.032355,0.0,26
France,Reproductive health care and family planning,Serbia,0.0,0.0,0.0,0.001198,0.0,27
France,Reproductive health care and family planning,Mauritania,0.789735,0.34889800000000004,0.231082,0.0,0.0,28
France,Reproductive health care and family planning,Pakistan,0.0,0.169625,0.202027,0.0,0.0,29
France,Reproductive health care and family planning,Rwanda,0.0,0.0,0.181761,0.0,0.0,30
France,Reproductive health care and family planning,Sri Lanka,0.0,0.380285,0.0,0.0,0.0,31
France,Reproductive health care and family planning,"South America, regional",0.0,0.003638,0.0,0.0,0.0,32
France,Reproductive health care and family planning,Afghanistan,0.125983,0.0,0.0,0.0,0.0,33
Belgium,Family planning,Unspecified,6.5395579999999995,0.0,2.320785,2.434383,2.365184,1
Belgium,Family planning,Mozambique,0.309099,0.586704,0.0,0.365158,0.269631,2
Belgium,Reproductive health care,Rwanda,0.0,0.0,2.39629,12.476713,13.971509000000001,1
Belgium,Reproductive health care,Benin,0.0,0.0,0.217296,1.245571,2.980034,2
Belgium,Reproductive health care,Senegal,0.0,0.0,0.095313,1.600443,2.713185,3
Belgium,Reproductive health care,Burkina Faso,3.412623,0.374646,0.552913,1.8959709999999999,2.56809,4
Belgium,Reproductive health care,Democratic Republic of the Congo,1.3595869999999999,1.796874,1.2463609999999998,1.49734,1.712764,5
Belgium,Reproductive health care,Unspecified,0.0,2.514699,3.64496,1.290223,1.273836,6
Belgium,Reproductive health care,Guinea,0.0,0.0,1.324908,0.593026,1.230784,7
Belgium,Reproductive health care,Burundi,0.265471,0.367748,0.239905,0.241471,0.271547,8
Belgium,Reproductive health care,Niger,0.0,1.25735,0.0,0.162552,0.0,9
Belgium,Reproductive health care,Haiti,0.632257,1.24011,0.775858,0.0,0.0,10
Belgium,Reproductive health care,Mozambique,0.293672,0.208015,0.12615300000000002,0.0,0.0,11
Belgium,Reproductive health care,Mali,1.276833,1.25735,0.0,0.0,0.0,12
Belgium,Reproductive health care,Bolivia,0.178762,0.0,0.0,0.0,0.0,13
Belgium,Reproductive health care,West Bank and Gaza Strip,0.172954,0.0,0.0,0.0,0.0,14
Belgium,Reproductive health care,Uganda,0.098245,0.0,0.0,0.0,0.0,15
Belgium,Reproductive health care and family planning,Rwanda,0.0,0.0,2.39629,12.476713,13.971509000000001,1
Belgium,Reproductive health care and family planning,Unspecified,6.5395579999999995,2.514699,5.965745,3.7246059999999996,3.6390200000000004,2
Belgium,Reproductive health care and family planning,Benin,0.0,0.0,0.217296,1.245571,2.980034,3
Belgium,Reproductive health care and family planning,Senegal,0.0,0.0,0.095313,1.600443,2.713185,4
Belgium,Reproductive health care and family planning,Burkina Faso,3.412623,0.374646,0.552913,1.8959709999999999,2.56809,5
Belgium,Reproductive health care and family planning,Democratic Republic of the Congo,1.3595869999999999,1.796874,1.2463609999999998,1.49734,1.712764,6
Belgium,Reproductive health care and family planning,Guinea,0.0,0.0,1.324908,0.593026,1.230784,7
Belgium,Reproductive health care and family planning,Burundi,0.265471,0.367748,0.239905,0.241471,0.271547,8
Belgium,Reproductive health care and family planning,Mozambique,0.602771,0.794719,0.12615300000000002,0.365158,0.269631,9
Belgium,Reproductive health care and family planning,Niger,0.0,1.25735,0.0,0.162552,0.0,10
Belgium,Reproductive health care and family planning,Haiti,0.632257,1.24011,0.775858,0.0,0.0,11
Belgium,Reproductive health care and family planning,Mali,1.276833,1.25735,0.0,0.0,0.0,12
Belgium,Reproductive health care and family planning,Bolivia,0.178762,0.0,0.0,0.0,0.0,13
Belgium,Reproductive health care and family planning,West Bank and Gaza Strip,0.172954,0.0,0.0,0.0,0.0,14
Belgium,Reproductive health care and family planning,Uganda,0.098245,0.0,0.0,0.0,0.0,15
Iceland,Family planning,Malawi,0.0,0.0,0.224386,0.150998,0.070718,1
Iceland,Family planning,Uganda,0.0,0.0,0.018655,0.011199,0.010059,2
Iceland,Reproductive health care,Sierra Leone,0.0,0.0,0.161924,0.0,2.06523,1
Iceland,Reproductive health care,Unspecified,0.0,0.179292,0.219075,0.45633100000000004,0.43696999999999997,2
Iceland,Reproductive health care,Malawi,0.0,0.0,0.416716,0.292348,0.183091,3
Iceland,Reproductive health care,Syrian Arab Republic,0.0,0.0,0.218949,0.0,0.0,4
Iceland,Reproductive health care and family planning,Sierra Leone,0.0,0.0,0.161924,0.0,2.06523,1
Iceland,Reproductive health care and family planning,Unspecified,0.0,0.179292,0.219075,0.45633100000000004,0.43696999999999997,2
Iceland,Reproductive health care and family planning,Malawi,0.0,0.0,0.641102,0.443346,0.253809,3
Iceland,Reproductive health care and family planning,Uganda,0.0,0.0,0.018655,0.011199,0.010059,4
Iceland,Reproductive health care and family planning,Syrian Arab Republic,0.0,0.0,0.218949,0.0,0.0,5
New Zealand,Family planning,Kiribati,0.385616,0.430638,0.300673,0.363716,0.396962,1
New Zealand,Family planning,Vanuatu,0.0,0.179223,0.149074,0.22228,0.155861,2
New Zealand,Family planning,"Oceania, regional",0.0,0.0,0.364348,1.091147,0.0,3
New Zealand,Family planning,Philippines,0.0,0.0,0.111535,0.0,0.0,4
New Zealand,Reproductive health care,Unspecified,1.928081,1.903425,1.858918,1.818578,1.768034,1
New Zealand,Reproductive health care,"Oceania, regional",0.771232,0.722254,0.525621,0.478417,0.48030300000000004,2
New Zealand,Reproductive health care,Indonesia,0.021595,0.0,0.0,0.0,0.0,3
New Zealand,Reproductive health care and family planning,Unspecified,1.928081,1.903425,1.858918,1.818578,1.768034,1
New Zealand,Reproductive health care and family planning,"Oceania, regional",0.771232,0.722254,0.889969,1.5695640000000002,0.48030300000000004,2
New Zealand,Reproductive health care and family planning,Kiribati,0.385616,0.430638,0.300673,0.363716,0.396962,3
New Zealand,Reproductive health care and family planning,Vanuatu,0.0,0.179223,0.149074,0.22228,0.155861,4
New Zealand,Reproductive health care and family planning,Philippines,0.0,0.0,0.111535,0.0,0.0,5
New Zealand,Reproductive health care and family planning,Indonesia,0.021595,0.0,0.0,0.0,0.0,6
Spain,Family planning,Unspecified,0.0,0.0,0.244926,0.483921,0.591296,1
Spain,Family planning,Guatemala,0.0,0.0,0.0,0.0,0.478949,2
Spain,Family planning,Senegal,0.0,0.0,0.0,0.0,0.266018,3
Spain,Family planning,Dominican Republic,0.000415,0.0,0.0,0.0,0.060311000000000003,4
Spain,Family planning,Bolivia,0.0,0.0,0.0,0.0,0.053039,5
Spain,Family planning,Niger,0.0,0.076095,0.03827,0.064196,0.036956,6
Spain,Family planning,Madagascar,0.0,0.0,0.0,0.0,0.026532,7
Spain,Family planning,"America, regional",0.0,0.0,0.0,0.362941,0.0,8
Spain,Family planning,Nicaragua,0.0,0.0,0.0,0.102772,0.0,9
Spain,Family planning,Burkina Faso,0.0,0.0,0.010668,0.009681,0.0,10
Spain,Family planning,El Salvador,0.0,0.0,0.269419,0.0,0.0,11
Spain,Family planning,Peru,0.212621,0.35749,0.0,0.0,0.0,12
Spain,Family planning,Morocco,0.188674,0.0,0.0,0.0,0.0,13
Spain,Reproductive health care,Mali,1.080537,2.633539,1.922049,1.686437,1.8409529999999998,1
Spain,Reproductive health care,Bolivia,0.9372990000000001,0.954793,0.121238,0.291562,1.505666,2
Spain,Reproductive health care,West Bank and Gaza Strip,0.903798,0.987159,1.320757,0.671139,1.243055,3
Spain,Reproductive health care,Morocco,0.307536,0.523823,1.192701,0.553999,0.9947109999999999,4
Spain,Reproductive health care,Guatemala,0.536079,0.823451,0.181682,0.421892,0.87663,5
Spain,Reproductive health care,Peru,0.199569,0.951331,0.8676699999999999,0.594205,0.7867170000000001,6
Spain,Reproductive health care,El Salvador,0.906371,1.192148,1.213559,1.3927070000000001,0.68245,7
Spain,Reproductive health care,Mauritania,0.0,0.745155,1.516121,0.234097,0.5160239999999999,8
Spain,Reproductive health care,Honduras,0.0,0.007612,0.0,0.0,0.280733,9
Spain,Reproductive health care,Colombia,0.0,0.083032,0.013079,0.0,0.236518,10
Spain,Reproductive health care,Sierra Leone,0.124525,0.021373,0.19594099999999998,0.427681,0.17665399999999998,11
Spain,Reproductive health care,Senegal,0.49382200000000004,0.244485,0.22775600000000001,0.439658,0.141735,12
Spain,Reproductive health care,Mozambique,0.157229,0.026473,0.0,0.062636,0.140509,13
Spain,Reproductive health care,Tanzania,0.0,0.0,0.0,0.11090900000000001,0.130085,14
Spain,Reproductive health care,India,0.0,0.07691799999999999,0.183695,0.568354,0.124172,15
Spain,Reproductive health care,Kenya,0.0,0.0,0.048985,0.362941,0.11221,16
Spain,Reproductive health care,Democratic Republic of the Congo,0.797666,0.8184309999999999,0.227981,0.225221,0.094607,17
Spain,Reproductive health care,Burkina Faso,0.0,0.0,0.7535000000000001,0.742873,0.070956,18
Spain,Reproductive health care,Mexico,0.0,0.0,0.0,0.0,0.035574,19
Spain,Reproductive health care,Ecuador,0.0,0.0,0.18399900000000002,0.0,0.023949,20
Spain,Reproductive health care,Dominican Republic,0.0,0.0,0.0,0.0,0.015847,21
Spain,Reproductive health care,Nicaragua,0.258263,0.953296,0.208187,0.127029,0.011826,22
Spain,Reproductive health care,Nigeria,0.0,0.0,0.0,0.0,0.011826,23
Spain,Reproductive health care,Côte d'Ivoire,0.0,0.0,0.0,0.0,0.011544,24
Spain,Reproductive health care,Ethiopia,0.0,0.140826,0.247988,0.44157799999999997,0.0,25
Spain,Reproductive health care,Uganda,0.0,0.0,0.030616,0.362941,0.0,26
Spain,Reproductive health care,Algeria,0.0,0.0,0.0,0.162177,0.0,27
Spain,Reproductive health care,Haiti,0.377348,0.029402,0.059523,0.055156,0.0,28
Spain,Reproductive health care,Lebanon,0.031446,0.0,0.079601,0.035398,0.0,29
Spain,Reproductive health care,Togo,0.0,0.0,0.0,0.00333,0.0,30
Spain,Reproductive health care,Equatorial Guinea,0.0,0.290787,0.395546,0.0,0.0,31
Spain,Reproductive health care,Congo,0.0,0.0,0.333942,0.0,0.0,32
Spain,Reproductive health care,"South America, regional",0.0,0.115798,0.028536,0.0,0.0,33
Spain,Reproductive health care,"Middle East, regional",0.0,0.0,0.013922,0.0,0.0,34
Spain,Reproductive health care,Rwanda,0.0,0.0,0.004286,0.0,0.0,35
Spain,Reproductive health care,Gambia,0.004519,0.12614799999999998,0.0,0.0,0.0,36
Spain,Reproductive health care,Unspecified,0.125783,0.124236,0.0,0.0,0.0,37
Spain,Reproductive health care,"Caribbean & Central America, regional",0.0,0.098855,0.0,0.0,0.0,38
Spain,Reproductive health care,Niger,0.8720030000000001,0.0,0.0,0.0,0.0,39
Spain,Reproductive health care,"Europe, regional",0.043464,0.0,0.0,0.0,0.0,40
Spain,Reproductive health care and family planning,Mali,1.080537,2.633539,1.922049,1.686437,1.8409529999999998,1
Spain,Reproductive health care and family planning,Bolivia,0.9372990000000001,0.954793,0.121238,0.291562,1.558705,2
Spain,Reproductive health care and family planning,Guatemala,0.536079,0.823451,0.181682,0.421892,1.355579,3
Spain,Reproductive health care and family planning,West Bank and Gaza Strip,0.903798,0.987159,1.320757,0.671139,1.243055,4
Spain,Reproductive health care and family planning,Morocco,0.49621,0.523823,1.192701,0.553999,0.9947109999999999,5
Spain,Reproductive health care and family planning,Peru,0.41219,1.308821,0.8676699999999999,0.594205,0.7867170000000001,6
Spain,Reproductive health care and family planning,El Salvador,0.906371,1.192148,1.4829780000000001,1.3927070000000001,0.68245,7
Spain,Reproductive health care and family planning,Unspecified,0.125783,0.124236,0.244926,0.483921,0.591296,8
Spain,Reproductive health care and family planning,Mauritania,0.0,0.745155,1.516121,0.234097,0.5160239999999999,9
Spain,Reproductive health care and family planning,Senegal,0.49382200000000004,0.244485,0.22775600000000001,0.439658,0.407753,10
Spain,Reproductive health care and family planning,Honduras,0.0,0.007612,0.0,0.0,0.280733,11
Spain,Reproductive health care and family planning,Colombia,0.0,0.083032,0.013079,0.0,0.236518,12
Spain,Reproductive health care and family planning,Sierra Leone,0.124525,0.021373,0.19594099999999998,0.427681,0.17665399999999998,13
Spain,Reproductive health care and family planning,Mozambique,0.157229,0.026473,0.0,0.062636,0.140509,14
Spain,Reproductive health care and family planning,Tanzania,0.0,0.0,0.0,0.11090900000000001,0.130085,15
Spain,Reproductive health care and family planning,India,0.0,0.07691799999999999,0.183695,0.568354,0.124172,16
Spain,Reproductive health care and family planning,Kenya,0.0,0.0,0.048985,0.362941,0.11221,17
Spain,Reproductive health care and family planning,Democratic Republic of the Congo,0.797666,0.8184309999999999,0.227981,0.225221,0.094607,18
Spain,Reproductive health care and family planning,Dominican Republic,0.000415,0.0,0.0,0.0,0.076158,19
Spain,Reproductive health care and family planning,Burkina Faso,0.0,0.0,0.7641680000000001,0.7525540000000001,0.070956,20
Spain,Reproductive health care and family planning,Niger,0.8720030000000001,0.076095,0.03827,0.064196,0.036956,21
Spain,Reproductive health care and family planning,Mexico,0.0,0.0,0.0,0.0,0.035574,22
Spain,Reproductive health care and family planning,Madagascar,0.0,0.0,0.0,0.0,0.026532,23
Spain,Reproductive health care and family planning,Ecuador,0.0,0.0,0.18399900000000002,0.0,0.023949,24
Spain,Reproductive health care and family planning,Nicaragua,0.258263,0.953296,0.208187,0.229801,0.011826,25
Spain,Reproductive health care and family planning,Nigeria,0.0,0.0,0.0,0.0,0.011826,26
Spain,Reproductive health care and family planning,Côte d'Ivoire,0.0,0.0,0.0,0.0,0.011544,27
Spain,Reproductive health care and family planning,Ethiopia,0.0,0.140826,0.247988,0.44157799999999997,0.0,28
Spain,Reproductive health care and family planning,Uganda,0.0,0.0,0.030616,0.362941,0.0,29
Spain,Reproductive health care and family planning,"America, regional",0.0,0.0,0.0,0.362941,0.0,30
Spain,Reproductive health care and family planning,Algeria,0.0,0.0,0.0,0.162177,0.0,31
Spain,Reproductive health care and family planning,Haiti,0.377348,0.029402,0.059523,0.055156,0.0,32
Spain,Reproductive health care and family planning,Lebanon,0.031446,0.0,0.079601,0.035398,0.0,33
Spain,Reproductive health care and family planning,Togo,0.0,0.0,0.0,0.00333,0.0,34
Spain,Reproductive health care and family planning,Equatorial Guinea,0.0,0.290787,0.395546,0.0,0.0,35
Spain,Reproductive health care and family planning,Congo,0.0,0.0,0.333942,0.0,0.0,36
Spain,Reproductive health care and family planning,"South America, regional",0.0,0.115798,0.028536,0.0,0.0,37
Spain,Reproductive health care and family planning,"Middle East, regional",0.0,0.0,0.013922,0.0,0.0,38
Spain,Reproductive health care and family planning,Rwanda,0.0,0.0,0.004286,0.0,0.0,39
Spain,Reproductive health care and family planning,Gambia,0.004519,0.12614799999999998,0.0,0.0,0.0,40
Spain,Reproductive health care and family planning,"Caribbean & Central America, regional",0.0,0.098855,0.0,0.0,0.0,41
Spain,Reproductive health care and family planning,"Europe, regional",0.043464,0.0,0.0,0.0,0.0,42
Switzerland,Family planning,Mali,0.0,0.0,0.0,0.159028,0.169767,1
Switzerland,Family planning,Burkina Faso,0.0,0.021922,0.0,0.0,0.103383,2
Switzerland,Family planning,Senegal,0.0,0.0,0.0,0.0,0.036154,3
Switzerland,Family planning,Zimbabwe,0.0,0.0,0.0,0.0,0.027352,4
Switzerland,Family planning,Benin,0.0,0.0,0.0,0.0,0.026899,5
Switzerland,Family planning,Bolivia,0.0,0.0,0.0,0.0,0.016411,6
Switzerland,Family planning,Tanzania,0.110464,0.0,0.0,0.0,0.010779,7
Switzerland,Family planning,Cameroon,0.0,0.0,0.0,0.005528,0.009048,8
Switzerland,Family planning,South Sudan,0.0,0.0,0.0,0.05473,0.002188,9
Switzerland,Family planning,Nicaragua,0.0,0.0,0.0,0.0,0.001641,10
Switzerland,Family planning,South Africa,0.0,0.0,0.0,0.0,0.000328,11
Switzerland,Family planning,Ecuador,0.10273199999999999,0.0,0.0,0.0,0.0,12
Switzerland,Family planning,Jordan,0.013698,0.0,0.0,0.0,0.0,13
Switzerland,Reproductive health care,"South of Sahara, regional",3.463197,3.831133,3.848267,3.434146,2.7202610000000003,1
Switzerland,Reproductive health care,Unspecified,2.669835,2.7882409999999997,2.733417,2.564805,1.4529159999999999,2
Switzerland,Reproductive health care,Democratic Republic of the Congo,0.623522,0.90054,0.933418,0.9900399999999999,1.0272270000000001,3
Switzerland,Reproductive health care,Zimbabwe,0.0,0.005481,0.138241,0.45875399999999994,0.9141499999999999,4
Switzerland,Reproductive health care,Mozambique,0.0,0.082302,0.04608,0.013253000000000001,0.6882459999999999,5
Switzerland,Reproductive health care,Somalia,0.44980899999999996,0.0,0.9967349999999999,1.01234,0.656374,6
Switzerland,Reproductive health care,Tanzania,0.800017,0.689153,0.679527,0.42431399999999997,0.603362,7
Switzerland,Reproductive health care,Rwanda,0.002719,0.0,0.0,0.048556,0.534659,8
Switzerland,Reproductive health care,Myanmar,0.0,0.0,0.021943,0.281838,0.498906,9
Switzerland,Reproductive health care,Syrian Arab Republic,0.38773,0.40775300000000003,0.534312,0.576126,0.314442,10
Switzerland,Reproductive health care,Ethiopia,0.044185,0.000548,0.054857,0.03237,0.221347,11
Switzerland,Reproductive health care,Burkina Faso,0.0,0.077824,0.075703,0.9304490000000001,0.220221,12
Switzerland,Reproductive health care,Bangladesh,0.065919,0.05625,0.032915,0.0,0.20910399999999998,13
Switzerland,Reproductive health care,Lesotho,0.0,0.0,0.0,0.22237200000000001,0.202374,14
Switzerland,Reproductive health care,Afghanistan,0.0,0.026306,0.0,0.0,0.196936,15
Switzerland,Reproductive health care,Cameroon,0.034519,0.0,0.051259,0.0,0.169978,16
Switzerland,Reproductive health care,Togo,0.0,0.006028,0.001097,0.08792,0.141237,17
Switzerland,Reproductive health care,Chad,0.455251,0.807663,0.229597,0.284752,0.135771,18
Switzerland,Reproductive health care,Benin,0.010666,0.0,0.087772,0.0,0.079823,19
Switzerland,Reproductive health care,Bosnia and Herzegovina,0.063064,0.07843,0.056777,0.038145,0.074953,20
Switzerland,Reproductive health care,El Salvador,0.0,0.0,0.0,0.006596,0.057158,21
Switzerland,Reproductive health care,Burundi,0.005435,0.001339,0.0,0.0,0.045952,22
Switzerland,Reproductive health care,Nepal,0.122615,0.054805,0.340115,0.016585,0.045943,23
Switzerland,Reproductive health care,Senegal,0.0,0.0,0.0,0.030847,0.043764,24
Switzerland,Reproductive health care,Madagascar,0.0,0.0,0.0,0.0,0.022347,25
Switzerland,Reproductive health care,Bolivia,0.0,0.0,0.03196,0.0,0.013789,26
Switzerland,Reproductive health care,India,0.0,0.0,0.0,0.0,0.009386,27
Switzerland,Reproductive health care,Moldova,0.6187549999999999,0.317035,0.262058,0.103838,0.007318,28
Switzerland,Reproductive health care,Haiti,0.0,0.0,0.20021,0.20748100000000003,0.005166,29
Switzerland,Reproductive health care,Sudan,0.0,0.0,0.0,0.0,0.004376,30
Switzerland,Reproductive health care,Mexico,0.0,0.0,0.0,0.0,0.003932,31
Switzerland,Reproductive health care,Mali,0.0,0.002192,0.0,0.042357,0.003915,32
Switzerland,Reproductive health care,Liberia,0.0,0.0,0.0,0.0,0.003282,33
Switzerland,Reproductive health care,"Africa, regional",0.0,0.0,0.0,0.0,0.002188,34
Switzerland,Reproductive health care,Central African Republic,0.107537,0.07837,0.094629,0.020334,0.0,35
Switzerland,Reproductive health care,Nicaragua,0.0,0.0,0.027429,0.011057,0.0,36
Switzerland,Reproductive health care,Iraq,0.003314,0.0,0.002194,0.000829,0.0,37
Switzerland,Reproductive health care,Uganda,0.0,0.0,0.197487,0.0,0.0,38
Switzerland,Reproductive health care,Albania,0.0,0.0,0.003291,0.0,0.0,39
Switzerland,Reproductive health care,"South America, regional",0.0,0.0,0.002194,0.0,0.0,40
Switzerland,Reproductive health care,Egypt,0.353486,0.043844,0.0,0.0,0.0,41
Switzerland,Reproductive health care,Morocco,0.019667,0.008944,0.0,0.0,0.0,42
Switzerland,Reproductive health care,"North of Sahara, regional",0.0,0.005481,0.0,0.0,0.0,43
Switzerland,Reproductive health care,Mongolia,0.208778,0.0,0.0,0.0,0.0,44
Switzerland,Reproductive health care,Guatemala,0.020988,0.0,0.0,0.0,0.0,45
Switzerland,Reproductive health care,West Bank and Gaza Strip,0.005523,0.0,0.0,0.0,0.0,46
Switzerland,Reproductive health care and family planning,"South of Sahara, regional",3.463197,3.831133,3.848267,3.434146,2.7202610000000003,1
Switzerland,Reproductive health care and family planning,Unspecified,2.669835,2.7882409999999997,2.733417,2.564805,1.4529159999999999,2
Switzerland,Reproductive health care and family planning,Democratic Republic of the Congo,0.623522,0.90054,0.933418,0.9900399999999999,1.0272270000000001,3
Switzerland,Reproductive health care and family planning,Zimbabwe,0.0,0.005481,0.138241,0.45875399999999994,0.941502,4
Switzerland,Reproductive health care and family planning,Mozambique,0.0,0.082302,0.04608,0.013253000000000001,0.6882459999999999,5
Switzerland,Reproductive health care and family planning,Somalia,0.44980899999999996,0.0,0.9967349999999999,1.01234,0.656374,6
Switzerland,Reproductive health care and family planning,Tanzania,0.910481,0.689153,0.679527,0.42431399999999997,0.6141409999999999,7
Switzerland,Reproductive health care and family planning,Rwanda,0.002719,0.0,0.0,0.048556,0.534659,8
Switzerland,Reproductive health care and family planning,Myanmar,0.0,0.0,0.021943,0.281838,0.498906,9
Switzerland,Reproductive health care and family planning,Burkina Faso,0.0,0.099746,0.075703,0.9304490000000001,0.323604,10
Switzerland,Reproductive health care and family planning,Syrian Arab Republic,0.38773,0.40775300000000003,0.534312,0.576126,0.314442,11
Switzerland,Reproductive health care and family planning,Ethiopia,0.044185,0.000548,0.054857,0.03237,0.221347,12
