year	Reporting.Organisation.Narrative	aid_type_di_name	Sector.Code...Calculated	DAC3.Sector.Code...Calculated	Reporting.Organisation.Type.Code	Reporting.Organisation.Type.Name...Calculated	Recipient.Code	Recipient.Name	Flow.Type.Code...Calculated	Transaction.Receiver.Organisation.Type	Transaction.Type	x_transaction_value_usd_m_Sum	purpose_name	Channel.of.delivery
2018	ActionAid Rwanda	Project interventions	13020	130	22	National NGO	RW	Rwanda	30	22	Disbursement	0.163935293594	Reproductive health care	NGOs and Civil Society
2018	ActionAid Rwanda	Project interventions	13020	130	22	National NGO	RW	Rwanda	30	22	Incoming Commitment	1.080075389739	Reproductive health care	NGOs and Civil Society
2018	ActionAid Rwanda	Project interventions	13020	130	22	National NGO	RW	Rwanda	30	22	Incoming Funds	0.256520339642	Reproductive health care	NGOs and Civil Society
2018	ActionAid Rwanda	Project interventions	13020	130	22	National NGO	RW	Rwanda	30	22	Outgoing Commitment	0.768799713111	Reproductive health care	NGOs and Civil Society
2018	ActionAid Rwanda	Project interventions	13020	130	22	National NGO	RW	Rwanda	30	NA	Expenditure	0.058270775204	Reproductive health care	NA
2018	Action Canada for Sexual Health and Rights	Project interventions	13020	130	21	International NGO	CH	Switzerland	30	NA	Expenditure	0.17917225	Reproductive health care	NA
2018	Action Canada for Sexual Health and Rights	Project interventions	13020	130	21	International NGO	CH	Switzerland	30	NA	Incoming Commitment	0.89063325	Reproductive health care	NA
2018	Action Canada for Sexual Health and Rights	Project interventions	13020	130	21	International NGO	CH	Switzerland	30	NA	Incoming Funds	0.27777775	Reproductive health care	NA
2018	AECID Spanish Agency for International Development Cooperation	Project interventions	13020	130	10	Government	EH	Western Sahara	10	NA	Disbursement	0.1644541665	Reproductive health care	NA
2018	AECID Spanish Agency for International Development Cooperation	Project interventions	13020	130	10	Government	EH	Western Sahara	10	NA	Outgoing Commitment	0.1644541665	Reproductive health care	NA
2018	AECID Spanish Agency for International Development Cooperation	Project interventions	13020	130	10	Government	ML	Mali	10	NA	Disbursement	1.2803620125	Reproductive health care	NA
2018	AECID Spanish Agency for International Development Cooperation	Project interventions	13020	130	10	Government	ML	Mali	10	NA	Outgoing Commitment	1.2803620125	Reproductive health care	NA
2018	AECID Spanish Agency for International Development Cooperation	Project interventions	13020	130	10	Government	PE	Peru	10	NA	Disbursement	0.243684375	Reproductive health care	NA
2018	AECID Spanish Agency for International Development Cooperation	Project interventions	13020	130	10	Government	PE	Peru	10	NA	Outgoing Commitment	0.059075	Reproductive health care	NA
2018	AECID Spanish Agency for International Development Cooperation	Project interventions	13020	130	10	Government	PS	Palestine, State of	10	NA	Disbursement	0.110765625	Reproductive health care	NA
2018	AECID Spanish Agency for International Development Cooperation	Project interventions	13020	130	10	Government	PS	Palestine, State of	10	NA	Outgoing Commitment	0.110765625	Reproductive health care	NA
2018	AECID Spanish Agency for International Development Cooperation	Project interventions	13020	130	10	Government	SV	El Salvador	10	NA	Disbursement	0.3839875	Reproductive health care	NA
2018	AECID Spanish Agency for International Development Cooperation	Project interventions	13020	130	10	Government	SV	El Salvador	10	NA	Outgoing Commitment	0.3839875	Reproductive health care	NA
2018	AECID Spanish Agency for International Development Cooperation	Project interventions	13030	130	10	Government	NE	Niger (the)	10	NA	Disbursement	0.072366875	Family planning	NA
2018	AECID Spanish Agency for International Development Cooperation	Project interventions	13030	130	10	Government	NE	Niger (the)	10	NA	Outgoing Commitment	0.072366875	Family planning	NA
2018	AECID Spanish Agency for International Development Cooperation	Specific purpose funds	13020	130	10	Government	998	Developing countries, unspecified	10	NA	Disbursement	0.11815	Reproductive health care	NA
2018	AECID Spanish Agency for International Development Cooperation	Specific purpose funds	13020	130	10	Government	998	Developing countries, unspecified	10	NA	Outgoing Commitment	0.11815	Reproductive health care	NA
2018	AFD	Project interventions	13020	130	10	Government	BJ	Benin	10	NA	Disbursement	3.93934463432	Reproductive health care	NA
2018	AFD	Project interventions	13020	130	10	Government	SN	Senegal	10	NA	Disbursement	0.51728981216	Reproductive health care	NA
2018	AFD	Project interventions	13030	130	10	Government	BF	Burkina Faso	21	NA	Disbursement	0.61142625	Family planning	NA
2018	AFD	Project interventions	13030	130	10	Government	MG	Madagascar	10	NA	Disbursement	0.1216945	Family planning	NA
2018	AFD	Project interventions	13030	130	10	Government	MR	Mauritania	10	NA	Disbursement	0.13858420791	Family planning	NA
2018	AFD	Project interventions	13030	130	10	Government	SN	Senegal	10	NA	Disbursement	1.56218326984	Family planning	NA
2018	AFD	Project interventions	13030	130	10	Government	SN	Senegal	21	NA	Disbursement	0.74729875	Family planning	NA
2018	AFD	Project interventions	13030	130	10	Government	TD	Chad	10	NA	Disbursement	1.022248273375	Family planning	NA
2018	AFEW International	Project interventions	13020	130	21	International NGO	GE	Georgia	10	NA	Disbursement	0.0168333031	Reproductive health care	NA
2018	AFEW International	Project interventions	13020	130	21	International NGO	GE	Georgia	10	NA	Expenditure	0.018695101348	Reproductive health care	NA
2018	AFEW International	Project interventions	13020	130	21	International NGO	GE	Georgia	10	NA	Outgoing Commitment	0.0194092094	Reproductive health care	NA
2018	AFEW International	Project interventions	13020	130	21	International NGO	KG	Kyrgyzstan	10	NA	Disbursement	0.06104869575	Reproductive health care	NA
2018	AFEW International	Project interventions	13020	130	21	International NGO	KG	Kyrgyzstan	10	NA	Expenditure	0.068395558125	Reproductive health care	NA
2018	AFEW International	Project interventions	13020	130	21	International NGO	KG	Kyrgyzstan	10	NA	Outgoing Commitment	0.0886125	Reproductive health care	NA
2018	AFEW International	Project interventions	13020	130	21	International NGO	TJ	Tajikistan	10	NA	Disbursement	0.0295375	Reproductive health care	NA
2018	AFEW International	Project interventions	13020	130	21	International NGO	TJ	Tajikistan	10	NA	Expenditure	0.0338072047	Reproductive health care	NA
2018	AFEW International	Project interventions	13020	130	21	International NGO	TJ	Tajikistan	10	NA	Outgoing Commitment	0.0295375	Reproductive health care	NA
2018	AFEW International	Project interventions	13020	130	21	International NGO	UA	Ukraine	10	NA	Disbursement	0.07620675	Reproductive health care	NA
2018	AFEW International	Project interventions	13020	130	21	International NGO	UA	Ukraine	10	NA	Expenditure	0.093071048571	Reproductive health care	NA
2018	AFEW International	Project interventions	13020	130	21	International NGO	UA	Ukraine	10	NA	Outgoing Commitment	0.10065352095	Reproductive health care	NA
2018	Afrikagrupperna (Africa groups of Sweden)	Project interventions	13020	130	10	Government	018		10	21	Incoming Funds	0.05789261	Reproductive health care	NGOs and Civil Society
2018	Afrikagrupperna (Africa groups of Sweden)	Project interventions	13020	130	10	Government	018		10	21	Outgoing Commitment	0.048253655	Reproductive health care	NGOs and Civil Society
2018	Afrikagrupperna (Africa groups of Sweden)	Project interventions	13020	130	10	Government	018		10	22	Disbursement	0.05789261	Reproductive health care	NGOs and Civil Society
2018	Afrikagrupperna (Africa groups of Sweden)	Project interventions	13020	130	10	Government	MZ	Mozambique	10	21	Incoming Funds	0.5284825	Reproductive health care	NGOs and Civil Society
2018	Afrikagrupperna (Africa groups of Sweden)	Project interventions	13020	130	10	Government	MZ	Mozambique	10	21	Outgoing Commitment	0.468749775	Reproductive health care	NGOs and Civil Society
2018	Afrikagrupperna (Africa groups of Sweden)	Project interventions	13020	130	10	Government	MZ	Mozambique	10	22	Disbursement	0.5284825	Reproductive health care	NGOs and Civil Society
2018	Afrikagrupperna (Africa groups of Sweden)	Project interventions	13020	130	10	Government	NA	Namibia	10	21	Incoming Funds	0.03862574	Reproductive health care	NGOs and Civil Society
2018	Afrikagrupperna (Africa groups of Sweden)	Project interventions	13020	130	10	Government	NA	Namibia	10	21	Outgoing Commitment	0.09650731	Reproductive health care	NGOs and Civil Society
2018	Afrikagrupperna (Africa groups of Sweden)	Project interventions	13020	130	10	Government	NA	Namibia	10	22	Disbursement	0.03862574	Reproductive health care	NGOs and Civil Society
2018	AICS - Italian Agency for Cooperation and Development	Core support to NGOs, etc	13020	130	10	Government	SD	Sudan (the)	10	22	Disbursement	0.003903960528	Reproductive health care	NGOs and Civil Society
2018	AICS - Italian Agency for Cooperation and Development	Core support to NGOs, etc	13020	130	10	Government	SD	Sudan (the)	10	22	Outgoing Commitment	0.003903960528	Reproductive health care	NGOs and Civil Society
2018	AICS - Italian Agency for Cooperation and Development	Pooled funds	13020	130	10	Government	SO	Somalia	10	40	Outgoing Commitment	1.23942	Reproductive health care	Multilateral
2018	AICS - Italian Agency for Cooperation and Development	Project interventions	13020	130	10	Government	KE	Kenya	10	22	Disbursement	0.341477845176	Reproductive health care	NGOs and Civil Society
2018	AICS - Italian Agency for Cooperation and Development	Project interventions	13020	130	10	Government	KE	Kenya	10	22	Outgoing Commitment	0.849888	Reproductive health care	NGOs and Civil Society
2018	AICS - Italian Agency for Cooperation and Development	Project interventions	13020	130	10	Government	SO	Somalia	10	40	Disbursement	3.18708	Reproductive health care	Multilateral
2018	AICS - Italian Agency for Cooperation and Development	Project interventions	13020	130	10	Government	YE	Yemen	10	40	Disbursement	0.1240575	Reproductive health care	Multilateral
2018	AICS - Italian Agency for Cooperation and Development	Specific purpose funds	13020	130	10	Government	PS	Palestine, State of	10	40	Outgoing Commitment	0.2951	Reproductive health care	Multilateral
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	AG	Antigua and Barbuda	30	NA	Disbursement	0.00659868154761905	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	AG	Antigua and Barbuda	30	NA	Outgoing Commitment	0.00392857142857143	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	AL	Albania	30	NA	Disbursement	0.00380476488095238	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	AL	Albania	30	NA	Outgoing Commitment	0.00217857142857143	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	AM	Armenia	30	NA	Disbursement	0.00228854464285714	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	AM	Armenia	30	NA	Outgoing Commitment	0.0011875	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	AO	Angola	30	NA	Disbursement	0.00380476488095238	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	AO	Angola	30	NA	Outgoing Commitment	0.00217857142857143	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	AR	Argentina	30	NA	Disbursement	0.00228854464285714	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	AR	Argentina	30	NA	Outgoing Commitment	0.0011875	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	AT	Austria	30	NA	Disbursement	0.00151622023809524	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	AT	Austria	30	NA	Outgoing Commitment	0.000991071428571429	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	AU	Australia	30	NA	Disbursement	0.00380476488095238	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	AU	Australia	30	NA	Outgoing Commitment	0.00217857142857143	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BA	Bosnia and Herzegovina	30	NA	Disbursement	0.00151622023809524	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BA	Bosnia and Herzegovina	30	NA	Outgoing Commitment	0.000991071428571429	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BB	Barbados	30	NA	Disbursement	0.00279391666666667	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BB	Barbados	30	NA	Outgoing Commitment	0.00175	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BD	Bangladesh	30	NA	Disbursement	0.00846372023809524	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BD	Bangladesh	30	NA	Outgoing Commitment	0.00514107142857143	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BE	Belgium	30	NA	Disbursement	0.00228854464285714	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BE	Belgium	30	NA	Outgoing Commitment	0.0011875	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BF	Burkina Faso	30	NA	Disbursement	0.00380476488095238	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BF	Burkina Faso	30	NA	Outgoing Commitment	0.00217857142857143	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BG	Bulgaria	30	NA	Disbursement	0.00151622023809524	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BG	Bulgaria	30	NA	Outgoing Commitment	0.000991071428571429	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BI	Burundi	30	NA	Disbursement	0.00151622023809524	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BI	Burundi	30	NA	Outgoing Commitment	0.000991071428571429	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BJ	Benin	30	NA	Disbursement	0.00228854464285714	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BJ	Benin	30	NA	Outgoing Commitment	0.0011875	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BR	Brazil	30	NA	Disbursement	0.00151622023809524	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BR	Brazil	30	NA	Outgoing Commitment	0.000991071428571429	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BS	Bahamas (the)	30	NA	Disbursement	0.00279391666666667	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BS	Bahamas (the)	30	NA	Outgoing Commitment	0.00175	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BW	Botswana	30	NA	Disbursement	0.00380476488095238	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BW	Botswana	30	NA	Outgoing Commitment	0.00217857142857143	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BY	Belarus	30	NA	Disbursement	0.00228854464285714	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BY	Belarus	30	NA	Outgoing Commitment	0.0011875	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BZ	Belize	30	NA	Disbursement	0.00508246130952381	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	BZ	Belize	30	NA	Outgoing Commitment	0.0029375	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	CA	Canada	30	NA	Disbursement	0.00228854464285714	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	CA	Canada	30	NA	Outgoing Commitment	0.0011875	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	CD	Congo (the Democratic Republic of the)	30	NA	Disbursement	0.0179672648809524	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	CD	Congo (the Democratic Republic of the)	30	NA	Outgoing Commitment	0.0115535714285714	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	CH	Switzerland	30	NA	Disbursement	0.0029720080315735	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	CH	Switzerland	30	NA	Incoming Commitment	0.00153850991666667	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	CH	Switzerland	30	NA	Incoming Funds	0.01291372115625	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	CH	Switzerland	30	NA	Outgoing Commitment	0.00273473426552795	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	CM	Cameroon	30	NA	Disbursement	0.0156787202380952	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	CM	Cameroon	30	NA	Outgoing Commitment	0.0103660714285714	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	CN	China	30	NA	Disbursement	0.00151622023809524	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	CN	China	30	NA	Outgoing Commitment	0.000991071428571429	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	DE	Germany	30	NA	Disbursement	0.00380476488095238	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	DE	Germany	30	NA	Outgoing Commitment	0.00217857142857143	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	DM	Dominica	30	NA	Disbursement	0.00279391666666667	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	DM	Dominica	30	NA	Outgoing Commitment	0.00175	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	DO	Dominican Republic (the)	30	NA	Disbursement	0.00279391666666667	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	DO	Dominican Republic (the)	30	NA	Outgoing Commitment	0.00175	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	DZ	Algeria	30	NA	Disbursement	0.00228854464285714	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	DZ	Algeria	30	NA	Outgoing Commitment	0.0011875	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	EC	Ecuador	30	NA	Disbursement	0.00151622023809524	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	EC	Ecuador	30	NA	Outgoing Commitment	0.000991071428571429	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	EE	Estonia	30	NA	Disbursement	0.00228854464285714	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	EE	Estonia	30	NA	Outgoing Commitment	0.0011875	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	ES	Spain	30	NA	Disbursement	0.0029720080315735	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	ES	Spain	30	NA	Incoming Commitment	0.00153850991666667	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	ES	Spain	30	NA	Incoming Funds	0.01291372115625	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	ES	Spain	30	NA	Outgoing Commitment	0.00273473426552795	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	ET	Ethiopia	30	NA	Disbursement	0.0156787202380952	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	ET	Ethiopia	30	NA	Outgoing Commitment	0.0103660714285714	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	FJ	Fiji	30	NA	Disbursement	0.00151622023809524	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	FJ	Fiji	30	NA	Outgoing Commitment	0.000991071428571429	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	FR	France	30	NA	Disbursement	0.00380476488095238	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	FR	France	30	NA	Outgoing Commitment	0.00217857142857143	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	GA	Gabon	30	NA	Disbursement	0.00228854464285714	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	GA	Gabon	30	NA	Outgoing Commitment	0.0011875	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	GB	United Kingdom of Great Britain and Northern Ireland (the)	30	NA	Disbursement	0.00151622023809524	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	GB	United Kingdom of Great Britain and Northern Ireland (the)	30	NA	Outgoing Commitment	0.000991071428571429	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	GE	Georgia	30	NA	Disbursement	0.00380476488095238	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	GE	Georgia	30	NA	Outgoing Commitment	0.00217857142857143	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	GH	Ghana	30	NA	Disbursement	0.00151622023809524	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	GH	Ghana	30	NA	Outgoing Commitment	0.000991071428571429	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	GN	Guinea	30	NA	Disbursement	0.00151622023809524	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	GN	Guinea	30	NA	Outgoing Commitment	0.000991071428571429	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	GR	Greece	30	NA	Disbursement	0.00228854464285714	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	GR	Greece	30	NA	Outgoing Commitment	0.0011875	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	GS	South Georgia and the South Sandwich Islands	30	NA	Disbursement	0.00145578779347826	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	GS	South Georgia and the South Sandwich Islands	30	NA	Incoming Commitment	0.00153850991666667	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	GS	South Georgia and the South Sandwich Islands	30	NA	Incoming Funds	0.01291372115625	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	GS	South Georgia and the South Sandwich Islands	30	NA	Outgoing Commitment	0.00174366283695652	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	GY	Guyana	30	NA	Disbursement	0.0043101369047619	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	GY	Guyana	30	NA	Outgoing Commitment	0.00274107142857143	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	HR	Croatia	30	NA	Disbursement	0.00228854464285714	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	HR	Croatia	30	NA	Outgoing Commitment	0.0011875	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	HT	Haiti	30	NA	Disbursement	0.00279391666666667	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	HT	Haiti	30	NA	Outgoing Commitment	0.00175	Reproductive health care	NA
2018	Aidsfonds - Soaaids Nederland	Project interventions	13020	130	21	International NGO	HU	Hungary	30	NA	Disbursement	0.00151622023809524	Reproductive health care	NA
