donor_name,Code type,recipient_name,2016,2017,2018,2019,rank
Belgium,Reproductive health care,Lao People's Democratic Republic,0.165188,0.0,0.0,0.0,11
Belgium,Reproductive health care,Mali,0.0,1.15647,1.13798,0.0,1
Belgium,Reproductive health care,Mozambique,0.552304,0.265989,0.1882663,0.1142953,5
Belgium,Reproductive health care,Niger,0.0,0.0,1.13798,0.0,4
Belgium,Reproductive health care,Rwanda,0.0,0.0,0.0,2.1710628,8
Belgium,Reproductive health care,Senegal,0.0,0.0,0.0,0.086354,6
Belgium,Reproductive health care,Uganda,0.0751475,0.0889841,0.0,0.0,7
Belgium,Reproductive health care,Viet Nam,0.10198090000000001,0.0,0.0,0.0,13
Belgium,Reproductive health care,West Bank and Gaza Strip,0.0,0.15665,0.0,0.0,2
Switzerland,Reproductive health care and family planning,Afghanistan,0.0,0.0,0.02413189,0.0,30
Switzerland,Reproductive health care and family planning,Albania,0.0,0.0,0.0,0.00301872,38
Switzerland,Reproductive health care and family planning,Bangladesh,0.0,0.06043,0.0516001,0.03018718,20
Switzerland,Reproductive health care and family planning,Benin,0.00301232,0.009777560971999999,0.0,0.0804991,17
Switzerland,Reproductive health care and family planning,"Bilateral, unspecified",4.489778,2.4474957,2.557742029,2.5069279,14
Switzerland,Reproductive health care and family planning,Bolivia,0.0,0.0,0.0,0.0293117,23
Switzerland,Reproductive health care and family planning,Bosnia and Herzegovina,0.0,0.0578123,0.07194632,0.0520729,9
Switzerland,Reproductive health care and family planning,Burkina Faso,0.0,0.0,0.0915001,0.0694304,21
Switzerland,Reproductive health care and family planning,Burundi,0.0,0.00498225,0.00122852,0.0,29
Switzerland,Reproductive health care and family planning,Cameroon,0.0,0.0316443,0.0,0.047011485,24
Switzerland,Reproductive health care and family planning,Central African Republic,0.0,0.0985817,0.07189103,0.0867881,1
Switzerland,Reproductive health care and family planning,Chad,0.0,0.417340061,0.740896424,0.210574342,15
Switzerland,Reproductive health care and family planning,Democratic Republic of the Congo,0.0,0.5715949935,0.826095481,0.85607447,36
Switzerland,Reproductive health care and family planning,Ecuador,0.0,0.09417665,0.0,0.0,32
Switzerland,Reproductive health care and family planning,Egypt,0.0,0.324049,0.0402199,0.0,19
Switzerland,Reproductive health care and family planning,Ethiopia,0.00130641,0.040506126,0.000502748,0.0503119,2
Switzerland,Reproductive health care and family planning,Guatemala,0.0,0.0192404,0.0,0.0,26
Switzerland,Reproductive health care and family planning,Haiti,0.0,0.0,0.0,0.18362149,28
Switzerland,Reproductive health care and family planning,Iraq,0.0,0.00303796,0.0,0.00201248,6
Switzerland,Reproductive health care and family planning,Jordan,0.0,0.0125569,0.0,0.0,3
Switzerland,Reproductive health care and family planning,Mali,0.0,0.0,0.00201099,0.0,25
Switzerland,Reproductive health care and family planning,Moldova,1.0470614999999999,0.5672267719999999,0.29082727399999997,0.240344,10
Switzerland,Reproductive health care and family planning,Mongolia,0.0,0.191391,0.0,0.0,16
Switzerland,Reproductive health care and family planning,Morocco,0.0,0.01802876,0.00820455,0.0,7
Switzerland,Reproductive health care and family planning,Mozambique,0.0,0.0,0.0754985,0.042262060000000004,8
Switzerland,Reproductive health care and family planning,Myanmar,0.0,0.0,0.0,0.0201248,4
Switzerland,Reproductive health care and family planning,Nepal,0.0,0.11240417,0.0502748,0.31193430000000005,11
Switzerland,Reproductive health care and family planning,Nicaragua,0.0,0.0,0.0,0.025156,39
Switzerland,Reproductive health care and family planning,"North of Sahara, regional",0.0,0.0,0.00502748,0.0,37
Switzerland,Reproductive health care and family planning,Rwanda,0.0,0.00249214,0.0,0.0,18
Switzerland,Reproductive health care and family planning,Somalia,0.0,0.41235013,0.0,0.9141444999999999,12
Switzerland,Reproductive health care and family planning,"South America, regional",0.0,0.0,0.0,0.00201248,22
Switzerland,Reproductive health care and family planning,"South of Sahara, regional",2.8726279,3.1747913,3.51441969,3.52939639,27
Switzerland,Reproductive health care and family planning,Syrian Arab Republic,0.0,0.355441,0.37404400000000004,0.4900384,34
Switzerland,Reproductive health care and family planning,Tanzania,0.0,0.83465962,0.63218258,0.6232213,35
Switzerland,Reproductive health care and family planning,Togo,0.0,0.0,0.0055302300000000006,0.00100624,13
Switzerland,Reproductive health care and family planning,Uganda,0.0,0.0,0.0,0.181123,31
Switzerland,Reproductive health care and family planning,West Bank and Gaza Strip,0.0,0.00506326,0.0,0.0,5
Switzerland,Reproductive health care and family planning,Zimbabwe,0.0,0.0,0.00502748,0.126786,33
Switzerland,Family planning,Burkina Faso,0.0,0.0,0.0201099,0.0,3
Switzerland,Family planning,Ecuador,0.0,0.09417665,0.0,0.0,2
Switzerland,Family planning,Jordan,0.0,0.0125569,0.0,0.0,4
Switzerland,Family planning,Tanzania,0.0,0.101265,0.0,0.0,1
Switzerland,Reproductive health care,Afghanistan,0.0,0.0,0.02413189,0.0,28
Switzerland,Reproductive health care,Albania,0.0,0.0,0.0,0.00301872,36
Switzerland,Reproductive health care,Bangladesh,0.0,0.06043,0.0516001,0.03018718,16
Switzerland,Reproductive health care,Benin,0.00301232,0.009777560971999999,0.0,0.0804991,21
Switzerland,Reproductive health care,"Bilateral, unspecified",4.489778,2.4474957,2.557742029,2.5069279,9
Switzerland,Reproductive health care,Bolivia,0.0,0.0,0.0,0.0293117,19
Switzerland,Reproductive health care,Bosnia and Herzegovina,0.0,0.0578123,0.07194632,0.0520729,27
Switzerland,Reproductive health care,Burkina Faso,0.0,0.0,0.0713902,0.0694304,22
Switzerland,Reproductive health care,Burundi,0.0,0.00498225,0.00122852,0.0,1
Switzerland,Reproductive health care,Cameroon,0.0,0.0316443,0.0,0.047011485,14
Switzerland,Reproductive health care,Central African Republic,0.0,0.0985817,0.07189103,0.0867881,34
Switzerland,Reproductive health care,Chad,0.0,0.417340061,0.740896424,0.210574342,30
Switzerland,Reproductive health care,Democratic Republic of the Congo,0.0,0.5715949935,0.826095481,0.85607447,18
Switzerland,Reproductive health care,Egypt,0.0,0.324049,0.0402199,0.0,2
Switzerland,Reproductive health care,Ethiopia,0.00130641,0.040506126,0.000502748,0.0503119,24
Switzerland,Reproductive health care,Guatemala,0.0,0.0192404,0.0,0.0,26
Switzerland,Reproductive health care,Haiti,0.0,0.0,0.0,0.18362149,6
Switzerland,Reproductive health care,Iraq,0.0,0.00303796,0.0,0.00201248,3
Switzerland,Reproductive health care,Mali,0.0,0.0,0.00201099,0.0,23
Switzerland,Reproductive health care,Moldova,1.0470614999999999,0.5672267719999999,0.29082727399999997,0.240344,10
Switzerland,Reproductive health care,Mongolia,0.0,0.191391,0.0,0.0,15
Switzerland,Reproductive health care,Morocco,0.0,0.01802876,0.00820455,0.0,7
Switzerland,Reproductive health care,Mozambique,0.0,0.0,0.0754985,0.042262060000000004,8
Switzerland,Reproductive health care,Myanmar,0.0,0.0,0.0,0.0201248,4
Switzerland,Reproductive health care,Nepal,0.0,0.11240417,0.0502748,0.31193430000000005,11
Switzerland,Reproductive health care,Nicaragua,0.0,0.0,0.0,0.025156,37
Switzerland,Reproductive health care,"North of Sahara, regional",0.0,0.0,0.00502748,0.0,35
Switzerland,Reproductive health care,Rwanda,0.0,0.00249214,0.0,0.0,17
Switzerland,Reproductive health care,Somalia,0.0,0.41235013,0.0,0.9141444999999999,12
Switzerland,Reproductive health care,"South America, regional",0.0,0.0,0.0,0.00201248,20
Switzerland,Reproductive health care,"South of Sahara, regional",2.8726279,3.1747913,3.51441969,3.52939639,25
Switzerland,Reproductive health care,Syrian Arab Republic,0.0,0.355441,0.37404400000000004,0.4900384,32
Switzerland,Reproductive health care,Tanzania,0.0,0.73339462,0.63218258,0.6232213,33
Switzerland,Reproductive health care,Togo,0.0,0.0,0.0055302300000000006,0.00100624,13
Switzerland,Reproductive health care,Uganda,0.0,0.0,0.0,0.181123,29
Switzerland,Reproductive health care,West Bank and Gaza Strip,0.0,0.00506326,0.0,0.0,5
Switzerland,Reproductive health care,Zimbabwe,0.0,0.0,0.00502748,0.126786,31
Norway,Reproductive health care and family planning,Afghanistan,0.0,0.354302,0.311369,0.159922,2
Norway,Reproductive health care and family planning,Angola,0.250904,0.0,0.0,0.0,21
Norway,Reproductive health care and family planning,Bangladesh,0.0,0.0,0.05995095,0.0706721,26
Norway,Reproductive health care and family planning,"Bilateral, unspecified",5.2792387,17.730763300000003,24.804458699999998,28.291861,23
Norway,Reproductive health care and family planning,Colombia,0.0,0.0,0.0,0.370798,6
Norway,Reproductive health care and family planning,Democratic Republic of the Congo,0.188178,0.241368,0.574612,0.0,22
Norway,Reproductive health care and family planning,Egypt,0.815439,1.74992,1.69736,2.44357,28
Norway,Reproductive health care and family planning,Eswatini,0.0,0.0,0.05438442,0.0503161,12
Norway,Reproductive health care and family planning,Ethiopia,0.0,0.0,0.0908086,0.2914575,8
Norway,Reproductive health care and family planning,Guatemala,0.0,0.0,0.0,0.186677,3
Norway,Reproductive health care and family planning,Honduras,0.0,0.1844,0.1729,0.17366,16
Norway,Reproductive health care and family planning,India,0.270924,0.0,0.0253795,0.0381608,1
Norway,Reproductive health care and family planning,Kenya,0.5554576,0.3406299,0.3257312,0.37451599999999996,29
Norway,Reproductive health care and family planning,Lebanon,0.0,0.0,0.15842,0.390062,11
Norway,Reproductive health care and family planning,Malawi,1.93709,2.2917044,3.260719,2.0473131,10
Norway,Reproductive health care and family planning,Mali,0.0,0.276618,0.243257,0.140832,18
Norway,Reproductive health care and family planning,Mozambique,0.62341,0.68307,0.543154,0.49326,19
Norway,Reproductive health care and family planning,Myanmar,0.14501199999999997,0.439366,0.36002,0.253497,9
Norway,Reproductive health care and family planning,Nepal,0.03399817,0.3813977,0.3260458,0.2538837,5
Norway,Reproductive health care and family planning,Nigeria,0.0,0.0,0.905257,0.545541,13
Norway,Reproductive health care and family planning,Pakistan,0.0376357,0.0362051,0.0,0.0,25
Norway,Reproductive health care and family planning,Philippines,0.0,0.0362051,0.0,0.02374439,14
Norway,Reproductive health care and family planning,Sierra Leone,0.103436,0.0922927,0.105642,0.0,17
Norway,Reproductive health care and family planning,South Sudan,0.158434,1.06371,4.960564,0.710747,20
Norway,Reproductive health care and family planning,Tanzania,0.18876,0.736686,0.64845,0.38710312999999996,24
Norway,Reproductive health care and family planning,Viet Nam,0.024643792999999997,0.081841,0.0190579,0.0,27
Norway,Reproductive health care and family planning,West Bank and Gaza Strip,0.0,0.0,0.269314,1.7161819999999999,15
Norway,Reproductive health care and family planning,Zambia,0.0930774,0.0843655,0.0835439,0.0304026,7
Norway,Reproductive health care and family planning,Zimbabwe,0.0,0.0,0.1643493,0.1724925,4
Norway,Family planning,"Bilateral, unspecified",4.1880827,0.233523,8.1172914,11.64958,9
Norway,Family planning,Colombia,0.0,0.0,0.0,0.370798,5
Norway,Family planning,Ethiopia,0.0,0.0,0.0,0.20024979999999998,11
Norway,Family planning,Guatemala,0.0,0.0,0.0,0.186677,12
Norway,Family planning,Kenya,0.0,0.0582062,0.0,0.0,14
Norway,Family planning,Lebanon,0.0,0.0,0.15842,0.390062,4
Norway,Family planning,Malawi,1.12907,1.20684,1.69736,1.1851841,3
Norway,Family planning,Mozambique,0.62341,0.68307,0.543154,0.49326,13
Norway,Family planning,Myanmar,0.0472132,0.0,0.0,0.0,2
Norway,Family planning,Nigeria,0.0,0.0,0.905257,0.545541,6
Norway,Family planning,Philippines,0.0,0.0,0.0,0.00328659,8
Norway,Family planning,Tanzania,0.0,0.0,0.0,0.071142,10
Norway,Family planning,West Bank and Gaza Strip,0.0,0.0,0.269314,0.295502,7
Norway,Family planning,Zimbabwe,0.0,0.0,0.1643493,0.1724925,1
Norway,Reproductive health care,Afghanistan,0.0,0.354302,0.311369,0.159922,2
Norway,Reproductive health care,Angola,0.250904,0.0,0.0,0.0,16
Norway,Reproductive health care,Bangladesh,0.0,0.0,0.05995095,0.0706721,21
Norway,Reproductive health care,"Bilateral, unspecified",1.091156,17.4972403,16.6871673,16.642281,18
Norway,Reproductive health care,Democratic Republic of the Congo,0.188178,0.241368,0.574612,0.0,5
Norway,Reproductive health care,Egypt,0.815439,1.74992,1.69736,2.44357,17
Norway,Reproductive health care,Eswatini,0.0,0.0,0.05438442,0.0503161,23
Norway,Reproductive health care,Ethiopia,0.0,0.0,0.0908086,0.0912077,10
Norway,Reproductive health care,Honduras,0.0,0.1844,0.1729,0.17366,7
Norway,Reproductive health care,India,0.270924,0.0,0.0253795,0.0381608,3
Norway,Reproductive health care,Kenya,0.5554576,0.2824237,0.3257312,0.37451599999999996,8
Norway,Reproductive health care,Malawi,0.80802,1.0848644,1.563359,0.862129,13
Norway,Reproductive health care,Mali,0.0,0.276618,0.243257,0.140832,1
Norway,Reproductive health care,Myanmar,0.09779879999999999,0.439366,0.36002,0.253497,9
Norway,Reproductive health care,Nepal,0.03399817,0.3813977,0.3260458,0.2538837,14
Norway,Reproductive health care,Pakistan,0.0376357,0.0362051,0.0,0.0,15
Norway,Reproductive health care,Philippines,0.0,0.0362051,0.0,0.0204578,20
Norway,Reproductive health care,Sierra Leone,0.103436,0.0922927,0.105642,0.0,11
Norway,Reproductive health care,South Sudan,0.158434,1.06371,4.960564,0.710747,19
Norway,Reproductive health care,Tanzania,0.18876,0.736686,0.64845,0.31596113,12
Norway,Reproductive health care,Viet Nam,0.024643792999999997,0.081841,0.0190579,0.0,22
Norway,Reproductive health care,West Bank and Gaza Strip,0.0,0.0,0.0,1.42068,6
Norway,Reproductive health care,Zambia,0.0930774,0.0843655,0.0835439,0.0304026,4
Ireland,Reproductive health care and family planning,"Bilateral, unspecified",0.290978,0.576627,0.0,0.0,8
Ireland,Reproductive health care and family planning,Bolivia,0.0644992,0.0639088,0.0637226,0.0,3
Ireland,Reproductive health care and family planning,Ecuador,0.0126843,0.0,0.0,0.0,10
Ireland,Reproductive health care and family planning,Ethiopia,0.0,0.0,0.0,0.01186612,1
Ireland,Reproductive health care and family planning,India,0.0,0.0,0.035794,0.00932833,2
Ireland,Reproductive health care and family planning,Kenya,0.1357422,0.03026944,0.2051138,0.17587389999999997,12
Ireland,Reproductive health care and family planning,Liberia,0.0117102,0.0,0.0,0.111944,11
Ireland,Reproductive health care and family planning,Malawi,0.0116391,0.0,0.0,0.0,5
Ireland,Reproductive health care and family planning,Mozambique,0.0,0.0,0.0,1.02989,4
Ireland,Reproductive health care and family planning,Nigeria,0.07610700000000001,0.0,0.0,0.0,14
Ireland,Reproductive health care and family planning,Sierra Leone,0.36401711,1.11337394,0.01702061,0.00438847,7
Ireland,Reproductive health care and family planning,South Sudan,0.771449,0.133497,0.0974039,0.0,6
Ireland,Reproductive health care and family planning,Tanzania,0.0,0.0,1.1499,1.3189037000000001,15
Ireland,Reproductive health care and family planning,Uganda,0.0,0.18430264000000002,0.123154,0.0135453,9
Ireland,Reproductive health care and family planning,Zimbabwe,0.0,0.0,0.0,0.335833,13
Ireland,Family planning,Bolivia,0.0322496,0.0319544,0.0318613,0.0,2
Ireland,Family planning,Ecuador,0.0126843,0.0,0.0,0.0,7
Ireland,Family planning,Ethiopia,0.0,0.0,0.0,0.00716445,5
Ireland,Family planning,Kenya,0.0,0.0,0.0,0.0229486,1
Ireland,Family planning,Sierra Leone,0.3040209,0.0145633,0.0146106,0.0,6
Ireland,Family planning,Tanzania,0.0,0.0,1.1499,0.0,3
Ireland,Family planning,Uganda,0.0,0.0368776,0.011499,0.0,4
Ireland,Reproductive health care,"Bilateral, unspecified",0.290978,0.576627,0.0,0.0,7
Ireland,Reproductive health care,Bolivia,0.0322496,0.0319544,0.0318613,0.0,9
Ireland,Reproductive health care,Ethiopia,0.0,0.0,0.0,0.00470167,1
Ireland,Reproductive health care,India,0.0,0.0,0.035794,0.00932833,2
Ireland,Reproductive health care,Kenya,0.1357422,0.03026944,0.2051138,0.1529253,11
Ireland,Reproductive health care,Liberia,0.0117102,0.0,0.0,0.111944,10
Ireland,Reproductive health care,Malawi,0.0116391,0.0,0.0,0.0,3
Ireland,Reproductive health care,Mozambique,0.0,0.0,0.0,1.02989,4
Ireland,Reproductive health care,Nigeria,0.07610700000000001,0.0,0.0,0.0,13
Ireland,Reproductive health care,Sierra Leone,0.059996209999999994,1.09881064,0.00241001,0.00438847,6
Ireland,Reproductive health care,South Sudan,0.771449,0.133497,0.0974039,0.0,5
Ireland,Reproductive health care,Tanzania,0.0,0.0,0.0,1.3189037000000001,14
Ireland,Reproductive health care,Uganda,0.0,0.14742504,0.111655,0.0135453,8
Ireland,Reproductive health care,Zimbabwe,0.0,0.0,0.0,0.335833,12
Canada,Reproductive health care and family planning,Afghanistan,2.53407808,2.367706,3.72425395,2.803268,25
Canada,Reproductive health care and family planning,"Africa, regional",0.5628378,6.84426399,3.4679761,5.72385151,55
Canada,Reproductive health care and family planning,"America, regional",1.3418865000000002,2.50392176,2.7088099199999998,1.217957,9
Canada,Reproductive health care and family planning,Antigua and Barbuda,0.0,0.0,0.000502305,0.0,16
Canada,Reproductive health care and family planning,Argentina,0.0289791,0.045307690000000005,0.03008126,0.00871628,64
Canada,Reproductive health care and family planning,"Asia, regional",1.9827865,3.7549817599999997,1.84867392,4.081559,4
Canada,Reproductive health care and family planning,Bangladesh,4.8474746,4.03923928,6.8944621999999995,7.9057444,20
Canada,Reproductive health care and family planning,Benin,0.1576697,0.111743,3.0063373,4.293038395,33
Canada,Reproductive health care and family planning,Bhutan,0.0,0.00170497,0.0,0.0,44
Canada,Reproductive health care and family planning,"Bilateral, unspecified",0.003742809,0.030142910000000002,0.5326819506,0.4647763321,15
Canada,Reproductive health care and family planning,Bolivia,0.15058,0.14255894,0.874320072,0.317628931,5
Canada,Reproductive health care and family planning,Burkina Faso,0.01682928,0.00251922,3.89929952,1.5738037,39
Canada,Reproductive health care and family planning,Burundi,0.9272075000000001,0.698040947,1.040908016,0.430569,28
Canada,Reproductive health care and family planning,Cambodia,0.0444224,0.0059251,0.2224021,0.286667,49
Canada,Reproductive health care and family planning,Cameroon,0.0120249,0.0077214,0.57119874,0.00781816,59
Canada,Reproductive health care and family planning,Chad,0.01062,0.0527792,0.0,0.0,21
Canada,Reproductive health care and family planning,Colombia,0.04125,0.0890226,0.021187776000000002,0.1182925,58
Canada,Reproductive health care and family planning,Côte d'Ivoire,0.0,0.0,4.300684,1.3926150000000002,41
Canada,Reproductive health care and family planning,Democratic Republic of the Congo,0.6211542,4.8094345999999994,5.297744234,3.9784151999999997,54
Canada,Reproductive health care and family planning,Dominica,0.0,0.0,0.00161854,0.0,45
Canada,Reproductive health care and family planning,Ecuador,0.0562631,0.09002942,0.057374876,0.0205501,62
Canada,Reproductive health care and family planning,Egypt,0.0,0.0,0.0,1.13037,32
Canada,Reproductive health care and family planning,El Salvador,0.0,0.0,0.0,0.1550978,17
Canada,Reproductive health care and family planning,Ethiopia,0.887613,1.2795628000000001,2.30686414,3.3881286,34
Canada,Reproductive health care and family planning,Gambia,0.0,0.00109605,0.0,0.0,23
Canada,Reproductive health care and family planning,Ghana,0.34293804,0.31432101,4.9265285,1.3789351,61
Canada,Reproductive health care and family planning,Guatemala,1.35181,0.9145782999999998,0.965652016,0.762959,40
Canada,Reproductive health care and family planning,Guyana,0.04125,0.0890226,0.021187776,0.0205501,36
Canada,Reproductive health care and family planning,Haiti,0.1783391,2.00335512,7.250133248000001,4.30094077,63
Canada,Reproductive health care and family planning,Honduras,0.44320476000000003,0.5487567799999999,0.195093956,0.66780678,14
Canada,Reproductive health care and family planning,Indonesia,0.0,0.0,0.668141,0.452148,11
Canada,Reproductive health care and family planning,Iraq,0.0,0.0,0.364346,0.103676,48
Canada,Reproductive health care and family planning,Jamaica,0.0,0.00182676,0.00267896,0.0,65
Canada,Reproductive health care and family planning,Jordan,0.0,0.1766729,0.0653933,0.11871330000000001,35
Canada,Reproductive health care and family planning,Kenya,0.37281000000000003,0.31241894,1.0477681200000002,0.42466381,13
Canada,Reproductive health care and family planning,Lebanon,0.0,0.0714669,0.0711762,0.2191941,31
Canada,Reproductive health care and family planning,Malawi,0.374665,0.31424676000000007,0.30772195,0.5198788,10
Canada,Reproductive health care and family planning,Mali,1.4149825,7.448030439999999,2.4707717799999998,7.58438107,37
Canada,Reproductive health care and family planning,Mexico,0.029857300000000003,0.04668071,0.03099278,0.008980410000000001,30
Canada,Reproductive health care and family planning,"Middle East, regional",0.0,0.0,0.1024271,0.2087039,51
Canada,Reproductive health care and family planning,Morocco,0.0,0.0,0.0,0.051281099999999996,27
Canada,Reproductive health care and family planning,Mozambique,1.4430262,2.84012064,10.75061558,14.14545897,50
Canada,Reproductive health care and family planning,Myanmar,0.0,0.00106652,0.51594186,1.0092750000000001,53
Canada,Reproductive health care and family planning,Nepal,0.00184504,0.00202048,0.00148528,0.0018676,52
Canada,Reproductive health care and family planning,Nicaragua,0.04125,0.0890226,0.195671386,0.08247170000000001,43
Canada,Reproductive health care and family planning,Niger,0.0823508,0.0,0.110111,1.4376399000000002,22
Canada,Reproductive health care and family planning,Nigeria,0.89388992,3.2389416000000004,3.8371569,7.903626367506,3
Canada,Reproductive health care and family planning,Pakistan,0.422462,0.30197191,0.33058788,0.3349127,26
Canada,Reproductive health care and family planning,Paraguay,0.04125,0.0890226,0.021187776,0.0205501,18
Canada,Reproductive health care and family planning,Peru,0.0702291,0.16114179,0.700013476,0.92295828,46
Canada,Reproductive health care and family planning,Philippines,0.347008,0.23690385,1.1796699,0.7386503,12
Canada,Reproductive health care and family planning,Rwanda,0.7663732000000001,0.6207725,1.482222396,0.9785370000000001,1
Canada,Reproductive health care and family planning,Senegal,0.0711721,0.09327321000000001,7.27518231,0.9305543000000001,24
Canada,Reproductive health care and family planning,Sierra Leone,0.0,0.0,0.0,0.055479099999999996,19
Canada,Reproductive health care and family planning,South Africa,0.0,0.00133962,0.0,0.0,6
Canada,Reproductive health care and family planning,South Sudan,0.20986279999999996,12.51947646,4.183642900000001,4.3578560500000005,8
Canada,Reproductive health care and family planning,"South of Sahara, regional",3.5440249999999995,1.20326,4.4664029,9.3768739,29
Canada,Reproductive health care and family planning,Sudan,0.0372974,0.0527792,0.0,0.0312548,56
Canada,Reproductive health care and family planning,Suriname,0.04125,0.0890226,0.021187776000000002,0.0205501,2
Canada,Reproductive health care and family planning,Tanzania,1.6057292000000003,9.8625537,8.99434682,10.9254593,38
Canada,Reproductive health care and family planning,Togo,0.0,0.0,0.159893,0.179126,47
Canada,Reproductive health care and family planning,Uganda,0.026904499999999998,0.05118734,0.07772889999999999,0.09249441,7
Canada,Reproductive health care and family planning,West Bank and Gaza Strip,0.0,0.0396039,1.8783636000000001,0.2475738,57
Canada,Reproductive health care and family planning,Yemen,0.0,0.703722,0.0,0.0,60
Canada,Reproductive health care and family planning,Zambia,0.0,0.0,0.625426,0.3408757,42
Canada,Family planning,Afghanistan,0.00586424,0.0,0.307191,0.135644,15
Canada,Family planning,"Africa, regional",0.0,3.12765,1.53596,1.51477091,11
Canada,Family planning,"America, regional",0.7009855,1.25106,1.3516409999999999,0.602864,38
Canada,Family planning,"Asia, regional",1.0214355,1.87659,0.921573,0.904295,30
Canada,Family planning,Bangladesh,0.6575482,1.3677592,2.1503390000000002,2.7230133999999997,31
Canada,Family planning,Benin,0.0,0.0,1.1433985,1.107190825,7
Canada,Family planning,"Bilateral, unspecified",0.0,0.0,0.0620916367,0.012869892099999999,21
Canada,Family planning,Bolivia,0.0,0.0,0.203361,0.296646,42
Canada,Family planning,Burkina Faso,0.01682928,0.00251922,1.90813396,0.7264274,19
Canada,Family planning,Burundi,0.0853199,0.0667586,0.081138158,0.041833,39
Canada,Family planning,Cameroon,0.0,0.0,0.284152,0.0,27
Canada,Family planning,Colombia,0.0,0.0,0.0,0.0977424,16
Canada,Family planning,Côte d'Ivoire,0.0,0.0,2.150342,0.79578,34
Canada,Family planning,Democratic Republic of the Congo,0.2405786,4.4116237,1.814574617,1.5250519,10
Canada,Family planning,Ecuador,0.0150131,0.00100682,0.0,0.0,37
Canada,Family planning,El Salvador,0.0,0.0,0.0,0.038144399999999995,17
Canada,Family planning,Ethiopia,0.0,0.0,0.0,0.0784104,23
Canada,Family planning,Ghana,0.0,0.0,1.919943,0.37679,24
Canada,Family planning,Guatemala,0.0,0.0,0.0,0.028847699999999997,12
Canada,Family planning,Haiti,0.0228481,0.1851322,1.972505412,0.8318186,45
Canada,Family planning,Honduras,0.00139176,0.00152818,0.00112339,0.01538422,1
Canada,Family planning,Indonesia,0.0,0.0,0.668141,0.452148,26
Canada,Family planning,Kenya,0.0,0.0103369,0.55083106,0.08867071,44
Canada,Family planning,Malawi,0.0,0.0,0.0,0.0959758,35
Canada,Family planning,Mali,0.105789,4.3588162399999995,1.08155494,2.81195457,36
Canada,Family planning,"Middle East, regional",0.0,0.0,0.0,0.1440091,8
Canada,Family planning,Morocco,0.0,0.0,0.0,0.037679,18
Canada,Family planning,Mozambique,0.134717,0.28569384,4.7148381399999995,5.73878907,22
Canada,Family planning,Myanmar,0.0,0.0,0.230393,0.4860335,29
Canada,Family planning,Nepal,0.00184504,0.00202048,0.00148528,0.0018676,3
Canada,Family planning,Nicaragua,0.0,0.0,0.09000603,0.0112585,32
Canada,Family planning,Niger,0.0,0.0,0.0,0.699322,9
Canada,Family planning,Nigeria,0.44855,0.772143,1.6464753,3.5708177400000003,13
Canada,Family planning,Pakistan,0.0,0.00996771,0.16529394,0.0414907,20
