year,Reporting Organisation Narrative,aid_type_di_name,Sector Code - Calculated,DAC3 Sector Code - Calculated,Reporting Organisation Type Code,Reporting Organisation Type Name - Calculated,Recipient Code,Recipient Name,Flow Type Code - Calculated,Transaction Receiver Organisation Type,Transaction Type,x_transaction_value_usd_m_Sum
2018.0,AFEW International,Project interventions,Reproductive health care,130.0,21,International NGO,TJ,Tajikistan,10.0,,Disbursement,0.0295375
2018.0,AFEW International,Project interventions,Reproductive health care,130.0,21,International NGO,TJ,Tajikistan,10.0,,Expenditure,0.0338072047
2018.0,AFEW International,Project interventions,Reproductive health care,130.0,21,International NGO,UA,Ukraine,10.0,,Disbursement,0.07620675
2018.0,AFEW International,Project interventions,Reproductive health care,130.0,21,International NGO,UA,Ukraine,10.0,,Expenditure,0.093071048571
2018.0,Afrikagrupperna (Africa groups of Sweden),Project interventions,Reproductive health care,130.0,10,Government,018,,10.0,NGOs and Civil Society,Disbursement,0.05789261
2018.0,Afrikagrupperna (Africa groups of Sweden),Project interventions,Reproductive health care,130.0,10,Government,MZ,Mozambique,10.0,NGOs and Civil Society,Disbursement,0.5284825
2018.0,Afrikagrupperna (Africa groups of Sweden),Project interventions,Reproductive health care,130.0,10,Government,,Namibia,10.0,NGOs and Civil Society,Disbursement,0.038625740000000006
2018.0,AICS - Italian Agency for Cooperation and Development,"Core support to NGOs, etc",Reproductive health care,130.0,10,Government,ET,Ethiopia,10.0,NGOs and Civil Society,Disbursement,0.004970569968
2018.0,AICS - Italian Agency for Cooperation and Development,"Core support to NGOs, etc",Reproductive health care,130.0,10,Government,SD,Sudan (the),10.0,NGOs and Civil Society,Disbursement,0.003903960528
2018.0,AICS - Italian Agency for Cooperation and Development,Project interventions,Reproductive health care,130.0,10,Government,ET,Ethiopia,10.0,NGOs and Civil Society,Disbursement,2.3386853004319996
2018.0,AICS - Italian Agency for Cooperation and Development,Project interventions,Reproductive health care,130.0,10,Government,KE,Kenya,10.0,NGOs and Civil Society,Disbursement,0.341477845176
2018.0,AICS - Italian Agency for Cooperation and Development,Project interventions,Reproductive health care,130.0,10,Government,MZ,Mozambique,10.0,NGOs and Civil Society,Disbursement,0.26389305696000004
2018.0,AICS - Italian Agency for Cooperation and Development,Project interventions,Reproductive health care,130.0,10,Government,SO,Somalia,10.0,Multilateral,Disbursement,3.1870799999999995
2018.0,AICS - Italian Agency for Cooperation and Development,Project interventions,Reproductive health care,130.0,10,Government,YE,Yemen,10.0,Multilateral,Disbursement,0.123942
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,,,30.0,,Disbursement,0.4734253888
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,AG,Antigua and Barbuda,30.0,,Disbursement,0.006598681547619048
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,AL,Albania,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,AM,Armenia,30.0,,Disbursement,0.002288544642857143
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,AO,Angola,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,AR,Argentina,30.0,,Disbursement,0.002288544642857143
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,AT,Austria,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,AU,Australia,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,BA,Bosnia and Herzegovina,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,BB,Barbados,30.0,,Disbursement,0.0027939166666666668
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,BD,Bangladesh,30.0,,Disbursement,0.008463720238095239
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,BE,Belgium,30.0,,Disbursement,0.002288544642857143
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,BF,Burkina Faso,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,BG,Bulgaria,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,BI,Burundi,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,BJ,Benin,30.0,,Disbursement,0.002288544642857143
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,BR,Brazil,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,BS,Bahamas (the),30.0,,Disbursement,0.0027939166666666668
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,BW,Botswana,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,BY,Belarus,30.0,,Disbursement,0.002288544642857143
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,BZ,Belize,30.0,,Disbursement,0.00508246130952381
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,CA,Canada,30.0,,Disbursement,0.002288544642857143
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,CD,Congo (the Democratic Republic of the),30.0,,Disbursement,0.01796726488095238
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,CH,Switzerland,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,CM,Cameroon,30.0,,Disbursement,0.01567872023809524
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,CN,China,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,DE,Germany,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,DM,Dominica,30.0,,Disbursement,0.0027939166666666668
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,DO,Dominican Republic (the),30.0,,Disbursement,0.0027939166666666668
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,DZ,Algeria,30.0,,Disbursement,0.002288544642857143
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,EC,Ecuador,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,EE,Estonia,30.0,,Disbursement,0.002288544642857143
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,ES,Spain,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,ET,Ethiopia,30.0,,Disbursement,0.015678720238095238
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,FJ,Fiji,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,FR,France,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,GA,Gabon,30.0,,Disbursement,0.002288544642857143
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,GB,United Kingdom of Great Britain and Northern Ireland (the),30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,GE,Georgia,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,GH,Ghana,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,GN,Guinea,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,GR,Greece,30.0,,Disbursement,0.002288544642857143
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,GY,Guyana,30.0,,Disbursement,0.004310136904761904
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,HR,Croatia,30.0,,Disbursement,0.002288544642857143
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,HT,Haiti,30.0,,Disbursement,0.0027939166666666668
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,HU,Hungary,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,ID,Indonesia,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,IN,India,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,JM,Jamaica,30.0,,Disbursement,0.004310136904761904
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,JP,Japan,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,KE,Kenya,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,KG,Kyrgyzstan,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,KH,Cambodia,30.0,,Disbursement,0.008463720238095239
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,KN,Saint Kitts and Nevis,30.0,,Disbursement,0.0027939166666666668
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,KR,Korea (the Republic of),30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,KZ,Kazakhstan,30.0,,Disbursement,0.003804764880952381
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,LC,Saint Lucia,30.0,,Disbursement,0.0027939166666666668
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,LK,Sri Lanka,30.0,,Disbursement,0.0069475
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,LS,Lesotho,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,LT,Lithuania,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,MA,Morocco,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,ME,Montenegro,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,MG,Madagascar,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,MK,North Macedonia,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,ML,Mali,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,MM,Myanmar,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,MR,Mauritania,30.0,,Disbursement,0.002288544642857143
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,MU,Mauritius,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,MW,Malawi,30.0,,Disbursement,0.01796726488095238
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,MX,Mexico,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,MY,Malaysia,30.0,,Disbursement,0.01075226488095238
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,MZ,Mozambique,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,,Namibia,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,NG,Nigeria,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,NI,Nicaragua,30.0,,Disbursement,0.002288544642857143
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,NL,Netherlands (the),30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,NO,Norway,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,NP,Nepal,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,NZ,New Zealand,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,PA,Panama,30.0,,Disbursement,0.002288544642857143
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,PE,Peru,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,PG,Papua New Guinea,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,PK,Pakistan,30.0,,Disbursement,0.008463720238095237
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,PL,Poland,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,PR,Puerto Rico,30.0,,Disbursement,0.0027939166666666668
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,PT,Portugal,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,PY,Paraguay,30.0,,Disbursement,0.002288544642857143
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,RO,Romania,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,RS,Serbia,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,RU,Russian Federation (the),30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,RW,Rwanda,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,SC,Seychelles,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,SE,Sweden,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,SI,Slovenia,30.0,,Disbursement,0.002288544642857143
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,SK,Slovakia,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,SN,Senegal,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,SR,Suriname,30.0,,Disbursement,0.004310136904761904
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,SS,South Sudan,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,SZ,Eswatini,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,TG,Togo,30.0,,Disbursement,0.003804764880952381
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,TH,Thailand,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,TJ,Tajikistan,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,TL,Timor-Leste,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,TN,Tunisia,30.0,,Disbursement,0.002288544642857143
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,TR,Turkey,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,TT,Trinidad and Tobago,30.0,,Disbursement,0.004310136904761904
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,UA,Ukraine,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,UG,Uganda,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,UZ,Uzbekistan,30.0,,Disbursement,0.002288544642857143
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,VC,Saint Vincent and the Grenadines,30.0,,Disbursement,0.0027939166666666668
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,VN,Viet Nam,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,ZA,South Africa,30.0,,Disbursement,0.0038047648809523813
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,ZM,Zambia,30.0,,Disbursement,0.0015162202380952382
2018.0,Aidsfonds - Soaaids Nederland,Project interventions,Reproductive health care,130.0,21,International NGO,ZW,Zimbabwe,30.0,,Disbursement,0.0038047648809523813
2018.0,Amref Flying Doctors,Project interventions,Reproductive health care,130.0,21,International NGO,ET,Ethiopia,30.0,NGOs and Civil Society,Disbursement,0.19044762464
2018.0,Amref Flying Doctors,Project interventions,Reproductive health care,130.0,21,International NGO,ET,Ethiopia,30.0,,Expenditure,0.03349553206999999
2018.0,Amref Flying Doctors,Project interventions,Reproductive health care,130.0,21,International NGO,KE,Kenya,30.0,NGOs and Civil Society,Disbursement,0.19044762464
2018.0,Amref Flying Doctors,Project interventions,Reproductive health care,130.0,21,International NGO,KE,Kenya,30.0,NGOs and Civil Society,Disbursement,0.1245428236
2018.0,Amref Flying Doctors,Project interventions,Reproductive health care,130.0,21,International NGO,KE,Kenya,30.0,,Expenditure,0.03349553206999999
2018.0,Amref Flying Doctors,Project interventions,Reproductive health care,130.0,21,International NGO,MW,Malawi,30.0,NGOs and Civil Society,Disbursement,0.16324082112
2018.0,Amref Flying Doctors,Project interventions,Reproductive health care,130.0,21,International NGO,MW,Malawi,30.0,,Expenditure,0.028710456059999997
2018.0,Amref Flying Doctors,Project interventions,Reproductive health care,130.0,21,International NGO,NL,Netherlands (the),30.0,NGOs and Civil Society,Disbursement,0.23608
2018.0,Amref Flying Doctors,Project interventions,Reproductive health care,130.0,21,International NGO,TZ,"Tanzania, United Republic of",30.0,NGOs and Civil Society,Disbursement,0.17705999999999997
2018.0,Amref Flying Doctors,Project interventions,Family planning,130.0,21,International NGO,MW,Malawi,30.0,,Disbursement,0.132795
2018.0,Amref Health Africa in Kenya,Project interventions,Reproductive health care,130.0,22,National NGO,KE,Kenya,30.0,NGOs and Civil Society,Expenditure,0.0978081145
2018.0,Amref Health Africa in Kenya,Project interventions,Reproductive health care,130.0,22,National NGO,KE,Kenya,30.0,,Expenditure,0.1526320775
2018.0,Amref Health Africa in Malawi,Project interventions,Reproductive health care,130.0,22,National NGO,MW,Malawi,30.0,,Expenditure,0.1610750566508
2018.0,Amref Health Africa - UK,Project interventions,Reproductive health care,130.0,21,International NGO,UG,Uganda,10.0,,Disbursement,0.302350395348
2018.0,Amref Health Africa - UK,Project interventions,Reproductive health care,130.0,21,International NGO,UG,Uganda,10.0,,Expenditure,0.3227974058
2018.0,Australian Aid,"Core support to NGOs, etc",Reproductive health care,130.0,10,Government,798,,10.0,,Disbursement,0.44886
2018.0,Australian Aid,"Core support to NGOs, etc",Reproductive health care,130.0,10,Government,889,,10.0,,Disbursement,0.44886
2018.0,Australian Aid,"Core support to NGOs, etc",Reproductive health care,130.0,10,Government,998,,10.0,,Disbursement,0.44886
2018.0,Australian Aid,"Core support to NGOs, etc",Family planning,130.0,10,Government,798,,10.0,,Disbursement,0.44886
2018.0,Australian Aid,"Core support to NGOs, etc",Family planning,130.0,10,Government,889,,10.0,,Disbursement,0.44886
2018.0,Australian Aid,"Core support to NGOs, etc",Family planning,130.0,10,Government,998,,10.0,,Disbursement,0.44886
2018.0,Australian Aid,Project interventions,Reproductive health care,130.0,10,Government,889,,10.0,,Disbursement,0.027182371349100003
2018.0,Australian Aid,Project interventions,Reproductive health care,130.0,10,Government,998,,10.0,,Disbursement,0.9282331167804
