donor_name,Code type,recipient_name,2018,2019,2020,2021,2022,rank
Australia,Family planning,Pakistan,0.0,0.0,0.0,1.536900878,0.050860838,18
Australia,Family planning,Bangladesh,0.0,0.0,0.0,1.158590426,0.027078518,19
Australia,Family planning,Tuvalu,0.0,0.0,0.0,0.044058424,0.023658084000000003,20
Australia,Family planning,Mozambique,0.0,0.0,0.0,0.003913434,0.021350844,21
Australia,Family planning,Thailand,0.0,0.0,0.0,0.0,0.015580772,22
Australia,Family planning,Viet Nam,0.062296465999999995,0.002495566,0.0,0.9583801679999999,0.0076848839999999995,23
Australia,Family planning,Timor-Leste,0.03300142,0.0,0.0,1.394163574,0.005249464,24
Australia,Family planning,"Far East Asia, regional",0.0,0.0,0.0,0.005676402,0.001599292,25
Australia,Family planning,Kenya,0.0,0.0,0.0,0.018633428,0.001170382,26
Australia,Family planning,Bhutan,0.0,0.0,0.0,0.081252316,0.0,27
Australia,Family planning,Maldives,0.0,0.0,0.0,0.081252316,0.0,28
Australia,Family planning,India,0.0,0.0,0.0,0.057293502,0.0,29
Australia,Family planning,Tanzania,0.0,0.0,0.0,0.026767928,0.0,30
Australia,Family planning,Zimbabwe,0.0,0.0,0.0,0.024625349999999997,0.0,31
Australia,Family planning,West Bank and Gaza Strip,0.0,0.0,0.0,0.012411768,0.0,32
Australia,Family planning,Lebanon,0.0,0.0,0.0,0.006588452,0.0,33
Australia,Family planning,Malawi,0.0,0.0,0.0,0.0059465659999999995,0.0,34
Australia,Family planning,Ethiopia,0.0,0.0,0.0,0.0036205919999999997,0.0,35
Australia,Family planning,Mongolia,0.0,0.050739559999999996,0.0,0.0,0.0,36
Australia,Family planning,Mexico,0.0,0.025554162,0.0,0.0,0.0,37
Australia,Family planning,Senegal,0.0,0.001106292,0.0,0.0,0.0,38
Australia,Reproductive health care and family planning,Unspecified,6.354422928,6.098699883999999,6.084163286,7.807130252,5.684762294,1
Australia,Reproductive health care and family planning,"Oceania, regional",0.813187724,0.9975756400000001,1.170782316,1.074756762,1.752101294,2
Australia,Reproductive health care and family planning,Myanmar,0.44749609999999995,0.511984444,0.5073384120000001,1.1165602040000002,1.6926957799999998,3
Australia,Reproductive health care and family planning,"Asia, regional",0.0,0.417465498,0.0,0.0,1.4252452519999999,4
Australia,Reproductive health care and family planning,Papua New Guinea,11.106874894,5.506678862,4.020341050000001,14.638572092,1.011847004,5
Australia,Reproductive health care and family planning,Nepal,9.5642e-05,0.004810694,0.624417038,2.9029042919999997,0.777937238,6
Australia,Reproductive health care and family planning,Fiji,0.089019038,0.7291046019999999,0.650759014,0.46250992199999996,0.664153824,7
Australia,Reproductive health care and family planning,Vanuatu,0.00013113800000000002,0.658841256,0.650759014,0.188312196,0.661286536,8
Australia,Reproductive health care and family planning,Solomon Islands,0.0,0.656719384,0.650759014,0.314604006,0.647034892,9
Australia,Reproductive health care and family planning,Kiribati,0.0,0.656719384,0.650759014,0.09902891,0.611373244,10
Australia,Reproductive health care and family planning,Tonga,0.002644452,0.65674009,0.650759014,0.09840674399999999,0.611373244,11
Australia,Reproductive health care and family planning,Samoa,0.0,0.6568465779999999,0.650759014,0.097503568,0.611373244,12
Australia,Reproductive health care and family planning,Philippines,0.014930998000000001,0.0,0.0,3.7366787100000005,0.521427366,13
Australia,Reproductive health care and family planning,Lao People's Democratic Republic,0.0,0.001048118,0.0,0.8489193780000001,0.37560979799999994,14
Australia,Reproductive health care and family planning,Indonesia,0.16247801,0.22840887199999999,0.21912469599999998,3.192878018,0.250173836,15
Australia,Reproductive health care and family planning,Nigeria,0.0,0.0,0.0,0.009476446,0.207563846,16
Australia,Reproductive health care and family planning,Cambodia,0.772646362,0.945202278,0.936625064,3.954720778,0.178333876,17
Australia,Reproductive health care and family planning,Uganda,0.0,0.03008779,0.0,0.02244136,0.080655786,18
Australia,Reproductive health care and family planning,Sri Lanka,0.0,0.03407616,0.0,0.29250676,0.05913535,19
Australia,Reproductive health care and family planning,Tuvalu,0.0,0.0,0.0,0.09273231400000001,0.057214622,20
Australia,Reproductive health care and family planning,Pakistan,0.0,0.0,0.0,3.064432784,0.050860838,21
Australia,Reproductive health care and family planning,Thailand,0.0,0.0,0.0,0.0,0.031302542,22
Australia,Reproductive health care and family planning,Bangladesh,0.0,0.0,0.0,2.311963926,0.027078518,23
Australia,Reproductive health care and family planning,Mozambique,0.0,0.0,0.0,0.003913434,0.021350844,24
Australia,Reproductive health care and family planning,Timor-Leste,3.4489372879999998,0.0035042439999999997,0.0,2.701401388,0.015747406,25
Australia,Reproductive health care and family planning,Viet Nam,0.7128464480000001,0.002495566,0.312208026,2.243397486,0.0076848839999999995,26
Australia,Reproductive health care and family planning,"Far East Asia, regional",0.0,0.0,0.0,0.005676402,0.001599292,27
Australia,Reproductive health care and family planning,Kenya,0.0,0.0,0.0,0.032785486,0.001170382,28
Australia,Reproductive health care and family planning,Bhutan,0.0,0.0,0.0,0.162504632,0.0,29
Australia,Reproductive health care and family planning,Maldives,0.0,0.0,0.0,0.162504632,0.0,30
Australia,Reproductive health care and family planning,India,0.0,0.0,0.0,0.059462702000000006,0.0,31
Australia,Reproductive health care and family planning,Zimbabwe,0.0,0.0,0.0,0.052354628,0.0,32
Australia,Reproductive health care and family planning,Tanzania,0.0,0.052644512000000004,0.0,0.026767928,0.0,33
Australia,Reproductive health care and family planning,Ethiopia,0.0,0.0,0.0,0.024697327999999998,0.0,34
Australia,Reproductive health care and family planning,Zambia,0.0,0.0,0.0,0.020191307999999998,0.0,35
Australia,Reproductive health care and family planning,South Sudan,0.0,0.0,0.0,0.014024864,0.0,36
Australia,Reproductive health care and family planning,Lebanon,0.0,0.0,0.0,0.013176904,0.0,37
Australia,Reproductive health care and family planning,West Bank and Gaza Strip,0.0,0.0,0.0,0.012411768,0.0,38
Australia,Reproductive health care and family planning,Malawi,0.0,0.0,0.0,0.011893131999999999,0.0,39
Australia,Reproductive health care and family planning,Cameroon,0.0,0.0,0.0,0.008420440000000001,0.0,40
Australia,Reproductive health care and family planning,Niue,0.0,0.0,0.0,0.005991922,0.0,41
Australia,Reproductive health care and family planning,Paraguay,0.0,0.012991536,0.0,0.002954056,0.0,42
Australia,Reproductive health care and family planning,Mongolia,0.0,0.050739559999999996,0.0,0.0,0.0,43
Australia,Reproductive health care and family planning,Jordan,0.0,0.031509602,0.0,0.0,0.0,44
Australia,Reproductive health care and family planning,Mexico,0.0,0.025554162,0.0,0.0,0.0,45
Australia,Reproductive health care and family planning,Afghanistan,0.0,0.017903788,0.0,0.0,0.0,46
Australia,Reproductive health care and family planning,Iran,0.0,0.014450816,0.0,0.0,0.0,47
Australia,Reproductive health care and family planning,Eswatini,0.0,0.013267616,0.0,0.0,0.0,48
Australia,Reproductive health care and family planning,Senegal,0.0,0.001106292,0.0,0.0,0.0,49
Australia,Reproductive health care and family planning,TÃ¼rkiye,0.009345308,0.0,0.0,0.0,0.0,50
Australia,Reproductive health care,Unspecified,2.451124022,1.924054764,1.8498355860000002,2.389205194,2.9117073,1
Australia,Reproductive health care,"Oceania, regional",0.813187724,0.5643578060000001,0.585391158,0.532761436,0.875935778,2
Australia,Reproductive health care,"Asia, regional",0.0,0.37808169999999997,0.0,0.0,0.711095312,3
Australia,Reproductive health care,Papua New Guinea,8.585406674,4.390334592,2.9818178160000004,9.56689671,0.494699864,4
Australia,Reproductive health care,Nepal,0.0,0.001486888,0.624417038,1.675966318,0.448588588,5
Australia,Reproductive health care,Nigeria,0.0,0.0,0.0,0.009476446,0.207563846,6
Australia,Reproductive health care,Solomon Islands,0.0,0.164426346,0.16293354200000001,0.143209598,0.18937115999999998,7
Australia,Reproductive health care,Indonesia,0.121858754,0.171306654,0.164343522,1.637281594,0.18923016199999998,8
Australia,Reproductive health care,Vanuatu,0.0,0.164426346,0.16293354200000001,0.096289802,0.18315936,9
Australia,Reproductive health care,Fiji,0.018297202,0.236811564,0.16293354200000001,0.253818092,0.180262492,10
Australia,Reproductive health care,Kiribati,0.0,0.164426346,0.16293354200000001,0.050277126,0.154425348,11
Australia,Reproductive health care,Samoa,0.0,0.16455354,0.16293354200000001,0.048751784,0.154425348,12
Australia,Reproductive health care,Tonga,0.002644452,0.164426346,0.16293354200000001,0.048751784,0.154425348,13
Australia,Reproductive health care,Cambodia,0.772646362,0.945202278,0.936625064,2.42302105,0.087923592,14
Australia,Reproductive health care,Uganda,0.0,0.03008779,0.0,0.02244136,0.080655786,15
Australia,Reproductive health care,Myanmar,0.44749609999999995,0.511984444,0.5073384120000001,0.8403046960000001,0.066425834,16
Australia,Reproductive health care,Tuvalu,0.0,0.0,0.0,0.048673890000000004,0.033556538,17
Australia,Reproductive health care,Thailand,0.0,0.0,0.0,0.0,0.01572177,18
Australia,Reproductive health care,Timor-Leste,3.4159358679999996,0.0035042439999999997,0.0,1.3072378139999998,0.010497942,19
Australia,Reproductive health care,Lao People's Democratic Republic,0.0,0.0,0.0,0.34655435,0.006299554,20
Australia,Reproductive health care,Philippines,0.014930998000000001,0.0,0.0,1.8743031760000002,0.0,21
Australia,Reproductive health care,Pakistan,0.0,0.0,0.0,1.527531906,0.0,22
Australia,Reproductive health care,Viet Nam,0.650549982,0.0,0.312208026,1.285017318,0.0,23
Australia,Reproductive health care,Bangladesh,0.0,0.0,0.0,1.1533735,0.0,24
Australia,Reproductive health care,Sri Lanka,0.0,0.0,0.0,0.14625338,0.0,25
Australia,Reproductive health care,Bhutan,0.0,0.0,0.0,0.081252316,0.0,26
Australia,Reproductive health care,Maldives,0.0,0.0,0.0,0.081252316,0.0,27
Australia,Reproductive health care,Zimbabwe,0.0,0.0,0.0,0.027729278,0.0,28
Australia,Reproductive health care,Ethiopia,0.0,0.0,0.0,0.021076736,0.0,29
Australia,Reproductive health care,Zambia,0.0,0.0,0.0,0.020191307999999998,0.0,30
Australia,Reproductive health care,Kenya,0.0,0.0,0.0,0.014152058,0.0,31
Australia,Reproductive health care,South Sudan,0.0,0.0,0.0,0.014024864,0.0,32
Australia,Reproductive health care,Cameroon,0.0,0.0,0.0,0.008420440000000001,0.0,33
Australia,Reproductive health care,Lebanon,0.0,0.0,0.0,0.006588452,0.0,34
Australia,Reproductive health care,Niue,0.0,0.0,0.0,0.005991922,0.0,35
Australia,Reproductive health care,Malawi,0.0,0.0,0.0,0.0059465659999999995,0.0,36
Australia,Reproductive health care,Paraguay,0.0,0.012991536,0.0,0.002954056,0.0,37
Australia,Reproductive health care,India,0.0,0.0,0.0,0.0021692,0.0,38
Australia,Reproductive health care,Tanzania,0.0,0.052644512000000004,0.0,0.0,0.0,39
Australia,Reproductive health care,Jordan,0.0,0.031509602,0.0,0.0,0.0,40
Australia,Reproductive health care,Afghanistan,0.0,0.017903788,0.0,0.0,0.0,41
Australia,Reproductive health care,Iran,0.0,0.014450816,0.0,0.0,0.0,42
Australia,Reproductive health care,Eswatini,0.0,0.013267616,0.0,0.0,0.0,43
Australia,Reproductive health care,TÃ¼rkiye,0.009345308,0.0,0.0,0.0,0.0,44
Poland,Family planning,Jordan,0.0,0.0,0.0,0.0,0.0028999319999999996,1
Poland,Family planning,Ukraine,0.0,0.0,0.0,0.007425642,0.0,2
Poland,Reproductive health care and family planning,West Bank and Gaza Strip,0.0,0.0,0.0,0.0,0.068128116,1
Poland,Reproductive health care and family planning,"Africa, regional",0.064937418,0.054805044,0.039426324,0.037530065999999994,0.06731088,2
Poland,Reproductive health care and family planning,Ghana,0.0,0.0,0.0,0.0,0.020783489999999998,3
Poland,Reproductive health care and family planning,Jordan,0.0,0.0,0.0,0.0,0.010439562,4
Poland,Reproductive health care and family planning,Ukraine,0.0,0.0,0.0,0.017021886,0.0,5
Poland,Reproductive health care and family planning,Uganda,0.0,0.0,0.0,0.015422189999999999,0.0,6
Poland,Reproductive health care and family planning,Kenya,0.0,0.017667174,0.0,0.0,0.0,7
Poland,Reproductive health care and family planning,Myanmar,0.034039908,0.0,0.0,0.0,0.0,8
Poland,Reproductive health care,West Bank and Gaza Strip,0.0,0.0,0.0,0.0,0.068128116,1
Poland,Reproductive health care,"Africa, regional",0.064937418,0.054805044,0.039426324,0.037530065999999994,0.06731088,2
Poland,Reproductive health care,Ghana,0.0,0.0,0.0,0.0,0.020783489999999998,3
Poland,Reproductive health care,Jordan,0.0,0.0,0.0,0.0,0.00753963,4
Poland,Reproductive health care,Uganda,0.0,0.0,0.0,0.015422189999999999,0.0,5
Poland,Reproductive health care,Ukraine,0.0,0.0,0.0,0.009596244,0.0,6
Poland,Reproductive health care,Kenya,0.0,0.017667174,0.0,0.0,0.0,7
Poland,Reproductive health care,Myanmar,0.034039908,0.0,0.0,0.0,0.0,8
UNICEF,Family planning,CÃ´te d'Ivoire,0.0,0.07085899799999999,0.0,0.000966,0.38905649999999997,1
UNICEF,Family planning,Tanzania,0.0,0.0,0.0,0.0,0.24403574999999997,2
UNICEF,Family planning,Thailand,0.0,0.0,0.0,0.0,0.199028844,3
UNICEF,Family planning,Unspecified,0.0,0.0,0.0,0.0,0.143020164,4
UNICEF,Family planning,Uzbekistan,0.0,0.0,0.0,0.0,0.125017788,5
UNICEF,Family planning,Uganda,0.0,0.0,0.0,0.0,0.11901699599999999,6
UNICEF,Family planning,Iran,0.0,0.0,0.0,0.0,0.10201443,7
UNICEF,Family planning,Ecuador,0.0,0.0,0.0,0.0,0.092013432,8
UNICEF,Family planning,Nepal,0.0,0.020094732,0.0010268579999999999,0.010625999999999998,0.080011848,9
UNICEF,Family planning,Cabo Verde,0.0,0.0,0.0,0.0,0.040005924,10
UNICEF,Family planning,Tajikistan,0.0,0.0,0.0,0.0,0.033004356,11
UNICEF,Family planning,Morocco,0.0,0.0,0.0,0.0,0.020002962,12
UNICEF,Family planning,Peru,0.0,0.0,0.0,0.005796,0.019003152,13
UNICEF,Family planning,Benin,0.0,0.0,0.0,0.0,0.01400217,14
UNICEF,Family planning,Armenia,0.0,0.0,0.0,0.0,0.01300236,15
UNICEF,Family planning,Guyana,0.0,0.0,0.0,0.0,0.011001774,16
UNICEF,Family planning,India,0.03280053,0.0,0.0,0.0,0.008001378,17
UNICEF,Family planning,Lebanon,0.0,0.0,0.0,0.0,0.005000982,18
UNICEF,Family planning,Belize,0.0,0.0,0.0,0.0,0.004000205999999999,19
UNICEF,Family planning,Kenya,0.0,0.0,0.0,0.0,0.002000586,20
UNICEF,Family planning,Madagascar,0.0,0.0,0.0,0.0,0.002000586,21
UNICEF,Family planning,Cuba,0.0,0.0,0.0,0.0,0.0009998099999999998,22
UNICEF,Family planning,Namibia,0.0,0.0,0.0,0.0,0.0009998099999999998,23
UNICEF,Family planning,Zambia,0.0,0.0,0.0,0.0,0.0009998099999999998,24
UNICEF,Family planning,"South America, regional",0.0,0.004230114,0.025678212000000002,0.0,0.0,25
UNICEF,Family planning,Sao Tome and Principe,0.0,0.0,0.004108398,0.0,0.0,26
UNICEF,Family planning,Afghanistan,0.0,0.0,0.0010268579999999999,0.0,0.0,27
UNICEF,Family planning,Guatemala,0.044728698,0.044418612,0.0,0.0,0.0,28
UNICEF,Family planning,Colombia,0.03448040399999999,0.0,0.0,0.0,0.0,29
UNICEF,Family planning,Venezuela,0.012030563999999999,0.0,0.0,0.0,0.0,30
UNICEF,Family planning,"America, regional",3.9606e-05,0.0,0.0,0.0,0.0,31
UNICEF,Reproductive health care and family planning,Pakistan,1.499546916,3.37266825,2.6202469859999997,2.930844,2.6773868519999997,1
UNICEF,Reproductive health care and family planning,Democratic Republic of the Congo,0.9719495939999999,0.166041876,0.7159199879999999,0.7756980000000001,1.5082177319999999,2
UNICEF,Reproductive health care and family planning,Tanzania,0.660417492,0.9634681139999999,0.333822552,0.42890399999999995,0.941137092,3
UNICEF,Reproductive health care and family planning,India,4.77011766,5.651782962,3.537489102,2.406306,0.90913158,4
UNICEF,Reproductive health care and family planning,Nigeria,1.005220566,0.560525364,0.20748424199999999,0.532266,0.598086342,5
UNICEF,Reproductive health care and family planning,CÃ´te d'Ivoire,0.37728096,0.125853378,0.12633831,0.20865599999999998,0.5120746679999999,6
UNICEF,Reproductive health care and family planning,Cameroon,0.09616240200000001,0.016921422,0.0965517,0.14393399999999998,0.46006716000000003,7
UNICEF,Reproductive health care and family planning,Uganda,0.48608926799999996,0.299298678,0.404695074,0.33133799999999997,0.21603140999999998,8
UNICEF,Reproductive health care and family planning,Thailand,0.1318107,0.158639418,0.0,0.0,0.199028844,9
UNICEF,Reproductive health care and family planning,Unspecified,0.0,0.155466108,0.131473566,0.0,0.196027482,10
UNICEF,Reproductive health care and family planning,"Europe, regional",0.0,0.0,0.0,0.0,0.177025296,11
UNICEF,Reproductive health care and family planning,Iran,0.040805772,0.008461194,0.027732893999999998,0.016422,0.169023918,12
UNICEF,Reproductive health care and family planning,Moldova,0.0,0.026439419999999998,0.16023428399999998,0.059892,0.16602352199999998,13
UNICEF,Reproductive health care and family planning,Tunisia,0.047943546,0.015863652,0.06060201,0.016422,0.152022318,14
UNICEF,Reproductive health care and family planning,Nepal,0.142592226,0.094126074,0.16845108,0.11688599999999999,0.150021732,15
UNICEF,Reproductive health care and family planning,Zambia,0.3375687,0.103644072,0.10271477999999999,0.037674,0.14901999,16
UNICEF,Reproductive health care and family planning,Uzbekistan,0.312905754,0.37438779,0.306089658,0.114954,0.135018786,17
UNICEF,Reproductive health care and family planning,Mali,0.317264346,0.588022554,0.346147746,0.008694,0.130017804,18
UNICEF,Reproductive health care and family planning,Fiji,0.134349348,0.328911408,0.104769462,0.093702,0.10201442999999999,19
UNICEF,Reproductive health care and family planning,Ecuador,0.042319494,0.0,0.0,0.0,0.092013432,20
UNICEF,Reproductive health care and family planning,Comoros,0.08065230599999999,0.043361807999999995,0.06060201,0.093702,0.083012244,21
UNICEF,Reproductive health care and family planning,El Salvador,0.106408764,0.11739315,0.097577592,0.13234200000000002,0.07801029599999999,22
UNICEF,Reproductive health care and family planning,Turkmenistan,0.133763952,0.13114126199999998,0.083198682,0.10239599999999999,0.066009678,23
UNICEF,Reproductive health care and family planning,Syrian Arab Republic,0.071737092,0.181906494,0.073954062,0.14296799999999998,0.062008506,24
UNICEF,Reproductive health care and family planning,Kenya,0.47252469599999997,0.34054397999999997,0.018488274,0.108192,0.05700848999999999,25
UNICEF,Reproductive health care and family planning,China (People's Republic of),0.280031808,0.282378222,0.25062386999999997,0.06375600000000001,0.04400613,26
UNICEF,Reproductive health care and family planning,Ghana,0.134282694,0.1734453,0.300953436,0.326508,0.042005544,27
UNICEF,Reproductive health care and family planning,Cabo Verde,0.0,0.0,0.0,0.0,0.040005924,28
UNICEF,Reproductive health care and family planning,Eritrea,0.0,0.0,0.0,0.0,0.038005338,29
UNICEF,Reproductive health care and family planning,Kosovo,0.06932016,0.046534151999999995,0.214673214,0.06279,0.035004942,30
UNICEF,Reproductive health care and family planning,Tajikistan,0.123714654,0.011633537999999999,0.0,0.0,0.034004165999999995,31
UNICEF,Reproductive health care and family planning,Myanmar,0.403052874,0.179789988,0.031841292,0.000966,0.032004546,32
UNICEF,Reproductive health care and family planning,Guatemala,0.09350686799999999,0.044418612,0.055465787999999995,0.054096,0.031004735999999998,33
UNICEF,Reproductive health care and family planning,Benin,0.17371674600000003,0.101529498,0.017461415999999997,0.000966,0.02800434,34
UNICEF,Reproductive health care and family planning,Burkina Faso,0.212928618,0.565813248,0.538223322,0.203826,0.027003563999999997,35
UNICEF,Reproductive health care and family planning,Egypt,0.088994682,0.117392184,0.028759751999999996,0.136206,0.027003563999999997,36
UNICEF,Reproductive health care and family planning,Cuba,0.11145225,0.053937575999999994,0.04211277,0.026082,0.027003563999999997,37
UNICEF,Reproductive health care and family planning,"South Asia, regional",0.0,0.013749078,0.017461415999999997,0.020286000000000002,0.025003944,38
UNICEF,Reproductive health care and family planning,Morocco,0.05071403399999999,0.049706496,0.012326160000000001,0.0,0.020002962,39
UNICEF,Reproductive health care and family planning,Haiti,0.07929024599999998,0.046534151999999995,0.073954062,0.0966,0.019003152,40
UNICEF,Reproductive health care and family planning,North Macedonia,0.120279558,0.13325680199999998,0.10887786,0.042504,0.019003152,41
UNICEF,Reproductive health care and family planning,Peru,0.0,0.0,0.0,0.005796,0.019003152,42
UNICEF,Reproductive health care and family planning,Congo,0.13396005,0.10893195600000001,0.049302708,0.045402,0.018003342,43
UNICEF,Reproductive health care and family planning,Georgia,0.04394334,0.06345557399999999,0.11401311599999998,0.025115999999999996,0.01500198,44
UNICEF,Reproductive health care and family planning,Azerbaijan,0.03874626,0.006345654,0.00616308,0.00483,0.01500198,45
UNICEF,Reproductive health care and family planning,Madagascar,0.115754814,0.645132474,0.723109926,0.428904,0.01300236,46
UNICEF,Reproductive health care and family planning,Togo,0.001452864,0.08672361599999999,0.083199648,0.008693999999999999,0.01300236,47
UNICEF,Reproductive health care and family planning,Armenia,0.118792884,0.13219999799999999,0.09141547800000001,0.002898,0.01300236,48
UNICEF,Reproductive health care and family planning,Indonesia,0.004636799999999999,0.057109919999999995,0.008216796,0.001932,0.01300236,49
UNICEF,Reproductive health care and family planning,Bangladesh,0.56137641,0.876745464,0.28349202,0.24536399999999997,0.012001584,50
UNICEF,Reproductive health care and family planning,Malawi,0.059726814,0.10575864599999998,0.017461415999999997,0.052164,0.012001584,51
UNICEF,Reproductive health care and family planning,Guyana,0.0,0.0,0.0,0.0,0.011001774,52
UNICEF,Reproductive health care and family planning,Afghanistan,2.760466716,0.708588048,0.339984666,0.12171599999999999,0.008000412,53
UNICEF,Reproductive health care and family planning,Serbia,0.028939427999999996,0.006344688,0.0,0.0,0.008000412,54
UNICEF,Reproductive health care and family planning,Albania,0.0,0.0,0.0,0.0,0.007000602,55
UNICEF,Reproductive health care and family planning,"South of Sahara, regional",0.0,0.0,0.0,0.0,0.007000602,56
UNICEF,Reproductive health care and family planning,West Bank and Gaza Strip,0.094647714,0.021151536,0.04519431,0.137172,0.005000982,57
UNICEF,Reproductive health care and family planning,Lebanon,0.0,0.06662888399999999,0.04519431,0.02898,0.005000982,58
UNICEF,Reproductive health care and family planning,Mozambique,0.111999972,0.6546504719999999,0.318414852,0.321678,0.004000205999999999,59
UNICEF,Reproductive health care and family planning,Sudan,0.141385692,0.041246267999999996,0.407776614,0.06762,0.004000205999999999,60
UNICEF,Reproductive health care and family planning,Nicaragua,0.03169446,0.119507724,0.114013116,0.02898,0.004000205999999999,61
UNICEF,Reproductive health care and family planning,Belize,0.037233504,0.00105777,0.0,0.005796,0.004000205999999999,62
UNICEF,Reproductive health care and family planning,"Far East Asia, regional",0.0,0.0,0.0,0.003864,0.004000205999999999,63
UNICEF,Reproductive health care and family planning,Guinea-Bissau,0.082591068,0.5478340559999999,0.09655169999999999,0.0,0.004000205999999999,64
UNICEF,Reproductive health care and family planning,Zimbabwe,0.068778234,0.081434766,0.11709465599999999,0.04250399999999999,0.003000396,65
UNICEF,Reproductive health care and family planning,Cambodia,0.00249711,0.021151536,0.04211277,0.012558,0.003000396,66
UNICEF,Reproductive health care and family planning,Bolivia,0.003476634,0.021151536,0.016434558,0.0,0.003000396,67
UNICEF,Reproductive health care and family planning,Bosnia and Herzegovina,0.0,0.0,0.0,0.0,0.003000396,68
UNICEF,Reproductive health care and family planning,Rwanda,0.406750722,0.26334126,0.206455452,0.05506199999999999,0.002000586,69
UNICEF,Reproductive health care and family planning,Bhutan,0.24190378799999998,0.022210272,0.013353018,0.000966,0.002000586,70
UNICEF,Reproductive health care and family planning,Maldives,0.0,0.0,0.0,0.0,0.002000586,71
UNICEF,Reproductive health care and family planning,Namibia,0.050097725999999995,0.008461194,0.004108398,0.015456,0.0019996199999999997,72
UNICEF,Reproductive health care and family planning,Kazakhstan,0.00010336199999999999,0.052879805999999994,0.007189938,0.026081999999999998,0.0009998099999999998,73
UNICEF,Reproductive health care and family planning,Eswatini,0.004259094,0.06134099999999999,0.040059054,0.006762,0.0009998099999999998,74
UNICEF,Reproductive health care and family planning,Argentina,0.062188182,0.053937575999999994,0.0,0.0,0.0009998099999999998,75
UNICEF,Reproductive health care and family planning,Belarus,0.0,0.0,0.0,0.0,0.0009998099999999998,76
UNICEF,Reproductive health care and family planning,Ethiopia,2.67583932,1.2278671439999997,1.1555388599999998,1.3717199999999998,0.0,77
UNICEF,Reproductive health care and family planning,Mauritania,0.004288074,0.02855496,0.201320196,0.28497,0.0,78
UNICEF,Reproductive health care and family planning,Niger,0.406686,0.250650918,0.459134004,0.22024799999999997,0.0,79
UNICEF,Reproductive health care and family planning,Somalia,0.735157878,0.29401176,1.5787222079999998,0.203826,0.0,80
UNICEF,Reproductive health care and family planning,Guinea,0.125977026,0.07191676799999999,0.212619498,0.12171599999999999,0.0,81
UNICEF,Reproductive health care and family planning,Yemen,0.0,0.0,0.162288966,0.07728,0.0,82
UNICEF,Reproductive health care and family planning,Sierra Leone,0.607274934,0.333141522,0.13250139,0.060857999999999995,0.0,83
UNICEF,Reproductive health care and family planning,Chad,0.011426813999999999,0.005287884,0.2742474,0.055062,0.0,84
UNICEF,Reproductive health care and family planning,Liberia,0.12832440599999997,0.042304037999999995,0.033895974,0.051197999999999994,0.0,85
UNICEF,Reproductive health care and family planning,Philippines,0.12140108400000002,0.012691307999999998,0.0,0.046368,0.0,86
UNICEF,Reproductive health care and family planning,Venezuela,0.012030563999999999,0.0,0.022597638,0.034775999999999994,0.0,87
UNICEF,Reproductive health care and family planning,Dominican Republic,0.08725105199999998,0.022209306,0.015406734,0.031878000000000004,0.0,88
UNICEF,Reproductive health care and family planning,Algeria,0.046954362,0.075089112,0.0061630800000000005,0.029946,0.0,89
UNICEF,Reproductive health care and family planning,Lesotho,0.127529388,0.084608076,0.016434558,0.025116,0.0,90
UNICEF,Reproductive health care and family planning,Burundi,0.304017588,0.161812728,0.06060104399999999,0.023184,0.0,91
